,ID_interwencji,ID_wyposazenia
192026,63882,15031
192027,63882,15033
192028,63883,16126
192029,63883,44013
192030,63884,13588
192031,63884,11646
192032,63885,39574
192033,63885,24215
192034,63885,54476
192035,63885,23966
192036,63886,27135
192037,63886,17293
192038,63886,5130
192039,63886,18083
192040,63886,17203
192041,63887,39113
192042,63887,471
192043,63887,8117
192044,63887,22048
192045,63888,33790
192046,63888,53386
192047,63888,42112
192048,63888,11422
192049,63889,54765
192050,63889,3809
192051,63889,12045
192052,63889,54319
192053,63889,6118
192054,63890,627
192055,63890,27050
192056,63891,52841
192057,63891,1239
192058,63891,10802
192059,63891,28006
192060,63891,2053
192061,63892,35262
192062,63892,2620
192063,63893,51916
192064,63893,46686
192065,63893,14389
192066,63893,178
192067,63893,38773
192068,63894,48290
192069,63894,15889
192070,63894,46876
192071,63895,16290
192072,63895,13691
192073,63896,59013
192074,63896,46000
192075,63896,49276
192076,63896,29177
192077,63896,1706
192078,63897,1979
192079,63897,7549
192080,63898,21216
192081,63898,37560
192082,63898,32474
192083,63898,59290
192084,63899,22901
192085,63900,25804
192086,63900,44186
192087,63900,18916
192088,63900,18541
192089,63900,56510
192090,63901,41681
192091,63901,7256
192092,63901,49995
192093,63901,16327
192094,63902,15389
192095,63902,17642
192096,63902,48685
192097,63902,19448
192098,63902,23476
192099,63903,37913
192100,63903,53146
192101,63903,43132
192102,63903,13178
192103,63903,17062
192104,63904,23747
192105,63905,38666
192106,63906,14419
192107,63906,37787
192108,63906,25982
192109,63906,30995
192110,63907,21286
192111,63907,30458
192112,63908,2528
192113,63908,9245
192114,63908,50072
192115,63908,34806
192116,63909,43516
192117,63910,3912
192118,63910,12519
192119,63910,55090
192120,63910,13634
192121,63910,781
192122,63911,56090
192123,63911,1392
192124,63911,2494
192125,63912,54229
192126,63912,21721
192127,63912,18543
192128,63912,25203
192129,63912,23816
192130,63913,17457
192131,63913,57616
192132,63914,5272
192133,63914,53669
192134,63914,39230
192135,63915,16187
192136,63916,22074
192137,63916,24134
192138,63916,32332
192139,63917,34129
192140,63917,12421
192141,63917,43285
192142,63917,45360
192143,63917,19873
192144,63918,26430
192145,63918,13097
192146,63918,738
192147,63918,51133
192148,63918,28698
192149,63919,41445
192150,63920,34135
192151,63920,22078
192152,63920,1737
192153,63920,40315
192154,63920,26969
192155,63921,59243
192156,63922,30291
192157,63922,45090
192158,63922,53863
192159,63922,1676
192160,63923,43086
192161,63923,9238
192162,63923,1254
192163,63923,43410
192164,63924,1748
192165,63924,50853
192166,63924,9510
192167,63924,14794
192168,63925,49897
192169,63925,44780
192170,63925,1467
192171,63926,10408
192172,63926,923
192173,63926,31177
192174,63926,1469
192175,63927,24727
192176,63927,14780
192177,63927,55398
192178,63928,325
192179,63928,52038
192180,63929,6946
192181,63929,24115
192182,63929,19827
192183,63929,39022
192184,63929,15929
192185,63930,8255
192186,63930,12316
192187,63930,22226
192188,63930,34255
192189,63930,5710
192190,63931,6807
192191,63931,58986
192192,63931,33191
192193,63932,28907
192194,63932,54094
192195,63932,16748
192196,63933,36570
192197,63933,15244
192198,63933,58656
192199,63933,33600
192200,63933,14554
192201,63934,5130
192202,63935,15801
192203,63935,53846
192204,63935,26703
192205,63935,38707
192206,63935,36407
192207,63936,57338
192208,63936,45616
192209,63936,16370
192210,63936,6072
192211,63936,646
192212,63937,55848
192213,63937,41781
192214,63937,34186
192215,63937,26854
192216,63938,15127
192217,63938,11409
192218,63939,50115
192219,63940,19160
192220,63940,40723
192221,63940,6390
192222,63941,8567
192223,63941,34583
192224,63941,10671
192225,63941,22901
192226,63941,28728
192227,63942,4584
192228,63943,976
192229,63943,2989
192230,63943,23913
192231,63944,21661
192232,63944,11612
192233,63944,45409
192234,63944,43853
192235,63944,31931
192236,63945,15867
192237,63945,4475
192238,63945,49089
192239,63945,21255
192240,63946,51486
192241,63946,6600
192242,63946,15052
192243,63946,23406
192244,63946,8369
192245,63947,51156
192246,63947,31703
192247,63947,5110
192248,63948,23160
192249,63948,2841
192250,63948,6208
192251,63949,47471
192252,63949,32635
192253,63949,6540
192254,63950,28984
192255,63950,43555
192256,63950,32174
192257,63951,18162
192258,63951,9523
192259,63951,58479
192260,63951,191
192261,63951,43889
192262,63952,33805
192263,63952,24771
192264,63952,57397
192265,63952,13957
192266,63953,4741
192267,63954,6998
192268,63954,21153
192269,63954,48959
192270,63954,58614
192271,63954,14486
192272,63955,44628
192273,63955,59986
192274,63955,22816
192275,63955,119
192276,63955,39586
192277,63956,50077
192278,63956,34475
192279,63956,46223
192280,63956,34689
192281,63957,59391
192282,63958,47578
192283,63959,57825
192284,63959,44510
192285,63959,1
192286,63959,39015
192287,63960,18459
192288,63960,52787
192289,63961,37833
192290,63961,13780
192291,63961,48882
192292,63962,32370
192293,63962,29612
192294,63962,13978
192295,63963,9529
192296,63963,56887
192297,63964,36928
192298,63965,49766
192299,63965,55061
192300,63965,49508
192301,63965,45934
192302,63966,44793
192303,63967,35086
192304,63967,55250
192305,63967,1200
192306,63967,274
192307,63968,23675
192308,63968,23043
192309,63969,53345
192310,63969,28669
192311,63969,38259
192312,63969,11383
192313,63970,28278
192314,63971,58721
192315,63971,23015
192316,63971,59769
192317,63972,9402
192318,63972,17810
192319,63972,58361
192320,63972,27741
192321,63973,41110
192322,63973,24194
192323,63974,25453
192324,63974,3782
192325,63974,18018
192326,63974,23819
192327,63974,55448
192328,63975,24305
192329,63975,39075
192330,63975,44514
192331,63976,44929
192332,63976,33377
192333,63976,43160
192334,63976,48444
192335,63976,42433
192336,63977,14867
192337,63977,37251
192338,63977,33917
192339,63977,24745
192340,63977,452
192341,63978,30981
192342,63978,29639
192343,63978,38526
192344,63978,48467
192345,63978,11510
192346,63979,49801
192347,63979,29507
192348,63980,32551
192349,63980,34500
192350,63980,39957
192351,63980,48747
192352,63980,30071
192353,63981,21225
192354,63981,21736
192355,63981,10670
192356,63982,29726
192357,63982,22198
192358,63983,43885
192359,63984,39303
192360,63984,58050
192361,63985,52911
192362,63985,957
192363,63986,20126
192364,63986,41594
192365,63986,58465
192366,63986,5855
192367,63986,3856
192368,63987,45993
192369,63987,28137
192370,63987,45231
192371,63987,53675
192372,63987,29358
192373,63988,24477
192374,63988,50013
192375,63988,28051
192376,63988,9178
192377,63988,41937
192378,63989,36048
192379,63989,45795
192380,63989,2125
192381,63989,6293
192382,63990,13922
192383,63990,3706
192384,63990,22082
192385,63990,48870
192386,63991,53358
192387,63991,27879
192388,63991,29660
192389,63991,10107
192390,63991,25250
192391,63992,10304
192392,63992,53335
192393,63993,46785
192394,63993,297
192395,63994,47637
192396,63994,32184
192397,63995,56956
192398,63995,19621
192399,63995,35859
192400,63995,32693
192401,63995,37990
192402,63996,27278
192403,63996,19524
192404,63996,31077
192405,63997,33018
192406,63997,5033
192407,63997,58750
192408,63997,37435
192409,63997,30941
192410,63998,34943
192411,63998,37820
192412,63999,50435
192413,63999,25993
192414,64000,8221
192415,64001,46806
192416,64002,14630
192417,64002,36991
192418,64002,27876
192419,64003,9407
192420,64003,538
192421,64003,27414
192422,64003,1089
192423,64003,24652
192424,64004,22821
192425,64004,28428
192426,64004,56597
192427,64004,10796
192428,64005,35401
192429,64005,26285
192430,64005,15836
192431,64005,57924
192432,64006,6908
192433,64006,48371
192434,64006,22861
192435,64006,50361
192436,64007,38340
192437,64007,59444
192438,64008,22074
192439,64008,5726
192440,64008,25828
192441,64008,30780
192442,64009,51508
192443,64009,32468
192444,64010,9231
192445,64010,30678
192446,64010,8132
192447,64010,14596
192448,64010,45050
192449,64011,6652
192450,64011,4868
192451,64012,51184
192452,64013,30790
192453,64014,38102
192454,64015,12199
192455,64015,11953
192456,64015,49228
192457,64015,3683
192458,64016,32560
192459,64016,14286
192460,64017,22215
192461,64017,41594
192462,64017,3492
192463,64017,55374
192464,64018,24679
192465,64018,31674
192466,64018,14629
192467,64018,30941
192468,64019,43932
192469,64019,24326
192470,64020,992
192471,64021,15674
192472,64021,12673
192473,64021,43826
192474,64021,13752
192475,64022,51487
192476,64022,17619
192477,64022,19612
192478,64023,2145
192479,64023,22083
192480,64023,53184
192481,64024,29972
192482,64024,41150
192483,64024,15210
192484,64024,18157
192485,64024,8934
192486,64025,55834
192487,64025,54368
192488,64025,46459
192489,64026,51529
192490,64026,20915
192491,64026,36333
192492,64026,8635
192493,64026,30381
192494,64027,59455
192495,64027,53625
192496,64028,11033
192497,64028,2506
192498,64028,13367
192499,64029,48771
192500,64029,41159
192501,64029,39400
192502,64030,23262
192503,64030,43950
192504,64031,45866
192505,64031,27932
192506,64031,25774
192507,64031,42504
192508,64032,49603
192509,64032,47707
192510,64033,32130
192511,64033,27007
192512,64033,4064
192513,64033,28484
192514,64033,10102
192515,64034,10172
192516,64034,33631
192517,64034,12687
192518,64035,26171
192519,64035,49972
192520,64036,32374
192521,64036,37104
192522,64036,53218
192523,64036,18106
192524,64036,34074
192525,64037,35968
192526,64037,16330
192527,64037,14448
192528,64037,10470
192529,64038,9
192530,64038,4592
192531,64039,12203
192532,64039,36529
192533,64040,56316
192534,64041,27387
192535,64042,50234
192536,64042,53847
192537,64042,3911
192538,64043,14317
192539,64043,22409
192540,64043,56590
192541,64044,59686
192542,64044,17311
192543,64045,28281
192544,64045,14672
192545,64045,19150
192546,64045,24093
192547,64045,5166
192548,64046,54953
192549,64046,4106
192550,64046,28433
192551,64047,41731
192552,64047,57259
192553,64047,32206
192554,64047,5093
192555,64047,58201
192556,64048,38697
192557,64049,39533
192558,64049,59469
192559,64049,26481
192560,64050,14902
192561,64051,54463
192562,64051,33505
192563,64052,22791
192564,64052,4838
192565,64053,47316
192566,64053,20497
192567,64054,53537
192568,64054,3394
192569,64054,29984
192570,64054,48383
192571,64054,22885
192572,64055,48223
192573,64055,36110
192574,64055,5917
192575,64055,26372
192576,64055,11405
192577,64056,19320
192578,64056,690
192579,64056,32977
192580,64057,14222
192581,64057,49437
192582,64058,47423
192583,64058,2137
192584,64058,46499
192585,64058,57274
192586,64058,15338
192587,64059,19806
192588,64059,37980
192589,64059,1833
192590,64060,35268
192591,64060,35868
192592,64060,27497
192593,64060,50531
192594,64060,7184
192595,64061,6023
192596,64061,16455
192597,64061,57069
192598,64061,9845
192599,64061,32336
192600,64062,25928
192601,64062,2527
192602,64062,14852
192603,64062,24797
192604,64063,593
192605,64063,17635
192606,64063,33541
192607,64063,37470
192608,64063,27542
192609,64064,9694
192610,64064,41049
192611,64065,45273
192612,64065,1104
192613,64065,13389
192614,64066,826
192615,64066,44703
192616,64066,2220
192617,64067,37566
192618,64067,5426
192619,64067,34672
192620,64067,15280
192621,64067,44951
192622,64068,30354
192623,64069,3478
192624,64069,16749
192625,64069,47736
192626,64070,45076
192627,64070,58669
192628,64071,21806
192629,64071,24624
192630,64071,28978
192631,64072,12610
192632,64072,40134
192633,64072,8131
192634,64072,46433
192635,64073,8138
192636,64073,33384
192637,64074,48413
192638,64074,1490
192639,64075,18261
192640,64075,30556
192641,64075,40882
192642,64075,32617
192643,64075,24592
192644,64076,43277
192645,64077,8070
192646,64077,49652
192647,64078,2770
192648,64078,19701
192649,64079,24368
192650,64079,22205
192651,64079,46412
192652,64079,56149
192653,64080,57581
192654,64080,42081
192655,64080,6403
192656,64081,19191
192657,64082,9182
192658,64082,34892
192659,64082,36733
192660,64082,19922
192661,64083,48369
192662,64083,57326
192663,64084,41005
192664,64084,40304
192665,64084,56257
192666,64084,7510
192667,64085,1385
192668,64086,59789
192669,64087,14283
192670,64087,45103
192671,64087,26002
192672,64087,44913
192673,64088,58177
192674,64088,36686
192675,64089,47265
192676,64089,7785
192677,64089,29309
192678,64089,36995
192679,64090,1139
192680,64090,52783
192681,64091,8483
192682,64091,58308
192683,64091,19897
192684,64091,46343
192685,64092,6694
192686,64092,15415
192687,64093,49890
192688,64094,16781
192689,64094,43635
192690,64094,55020
192691,64095,24885
192692,64095,9437
192693,64095,39384
192694,64096,29260
192695,64096,44592
192696,64097,34684
192697,64097,38046
192698,64097,19802
192699,64097,13917
192700,64097,51043
192701,64098,34558
192702,64098,58312
192703,64098,37550
192704,64099,29317
192705,64099,42845
192706,64099,9645
192707,64099,51827
192708,64100,58865
192709,64100,4260
192710,64100,51865
192711,64100,38692
192712,64100,32162
192713,64101,24558
192714,64101,13584
192715,64101,50201
192716,64101,29479
192717,64102,12398
192718,64102,43346
192719,64102,19684
192720,64103,38884
192721,64103,31963
192722,64104,49075
192723,64104,50629
192724,64104,25136
192725,64104,51853
192726,64105,22097
192727,64106,5151
192728,64106,33714
192729,64106,39910
192730,64106,29618
192731,64106,43324
192732,64107,8464
192733,64108,48278
192734,64108,37770
192735,64109,20602
192736,64109,58104
192737,64110,50895
192738,64110,12691
192739,64110,10206
192740,64110,26564
192741,64111,27858
192742,64111,18134
192743,64111,1898
192744,64111,22394
192745,64112,18948
192746,64112,1253
192747,64113,11232
192748,64113,17501
192749,64113,56571
192750,64113,49491
192751,64113,8060
192752,64114,39878
192753,64114,42099
192754,64114,54263
192755,64114,54497
192756,64114,36740
192757,64115,50758
192758,64115,53296
192759,64115,50410
192760,64115,53027
192761,64115,53957
192762,64116,25038
192763,64116,35980
192764,64116,14584
192765,64117,25251
192766,64117,38920
192767,64117,48209
192768,64118,26711
192769,64118,41258
192770,64118,43007
192771,64119,24199
192772,64119,29802
192773,64119,30772
192774,64119,37419
192775,64119,44439
192776,64120,12691
192777,64120,32346
192778,64121,39007
192779,64121,31385
192780,64121,30846
192781,64122,21139
192782,64122,45979
192783,64122,43743
192784,64122,47583
192785,64123,20539
192786,64124,36065
192787,64124,51182
192788,64124,21709
192789,64124,40956
192790,64124,17579
192791,64125,16646
192792,64125,36033
192793,64125,49150
192794,64125,40851
192795,64126,39288
192796,64126,1117
192797,64126,12346
192798,64126,41491
192799,64126,45730
192800,64127,53938
192801,64127,16812
192802,64128,33461
192803,64128,28050
192804,64128,8839
192805,64128,58705
192806,64128,10873
192807,64129,11051
192808,64129,44176
192809,64129,58601
192810,64129,12160
192811,64130,38422
192812,64130,44342
192813,64130,44956
192814,64131,57748
192815,64131,12376
192816,64132,8592
192817,64132,48434
192818,64133,52058
192819,64133,47320
192820,64133,28675
192821,64133,55664
192822,64133,816
192823,64134,24808
192824,64134,28002
192825,64134,28596
192826,64135,27570
192827,64135,7219
192828,64135,22328
192829,64135,58362
192830,64135,6387
192831,64136,16007
192832,64137,29068
192833,64137,2684
192834,64137,20165
192835,64137,55109
192836,64137,41708
192837,64138,37499
192838,64138,24394
192839,64138,27151
192840,64138,19728
192841,64138,43711
192842,64139,39062
192843,64140,27448
192844,64140,52142
192845,64141,24187
192846,64141,23484
192847,64142,16322
192848,64142,8214
192849,64142,59966
192850,64143,319
192851,64143,16645
192852,64143,2103
192853,64143,57792
192854,64144,36933
192855,64144,30981
192856,64144,28280
192857,64144,11150
192858,64145,19703
192859,64146,39054
192860,64146,34566
192861,64146,49749
192862,64146,4571
192863,64146,9366
192864,64147,157
192865,64147,37830
192866,64148,3851
192867,64148,46172
192868,64148,34478
192869,64148,19711
192870,64148,48175
192871,64149,30814
192872,64149,27243
192873,64149,21411
192874,64149,15220
192875,64150,26460
192876,64150,23510
192877,64150,35189
192878,64150,42997
192879,64151,9153
192880,64151,28053
192881,64152,5567
192882,64152,54182
192883,64153,57161
192884,64153,45281
192885,64153,50103
192886,64153,42987
192887,64154,57984
192888,64154,46245
192889,64154,50372
192890,64155,33478
192891,64155,36968
192892,64155,15076
192893,64155,48870
192894,64156,48099
192895,64156,33260
192896,64157,18357
192897,64157,7738
192898,64158,13646
192899,64158,16649
192900,64158,10194
192901,64158,13598
192902,64158,31198
192903,64159,36277
192904,64159,51434
192905,64160,34293
192906,64160,38025
192907,64160,57415
192908,64161,12894
192909,64161,34179
192910,64161,41099
192911,64161,8801
192912,64161,36850
192913,64162,14287
192914,64162,10406
192915,64162,53566
192916,64163,43249
192917,64164,19828
192918,64164,2314
192919,64164,9506
192920,64165,3616
192921,64165,17473
192922,64166,59176
192923,64167,33180
192924,64168,22069
192925,64169,58722
192926,64169,1840
192927,64169,15690
192928,64169,48969
192929,64170,31333
192930,64170,55943
192931,64170,9935
192932,64170,34925
192933,64170,40547
192934,64171,14606
192935,64171,20316
192936,64171,26455
192937,64171,19573
192938,64171,47876
192939,64172,35274
192940,64173,38745
192941,64173,52852
192942,64173,53891
192943,64173,41324
192944,64173,18701
192945,64174,4396
192946,64174,37042
192947,64174,22195
192948,64174,22486
192949,64174,30999
192950,64175,5424
192951,64175,49435
192952,64176,3728
192953,64177,20945
192954,64177,6105
192955,64177,23061
192956,64178,55286
192957,64178,733
192958,64178,14610
192959,64178,4635
192960,64179,32173
192961,64179,30631
192962,64179,41455
192963,64179,11701
192964,64180,30196
192965,64180,15938
192966,64181,41442
192967,64182,2550
192968,64182,12963
192969,64182,3201
192970,64183,27626
192971,64184,27380
192972,64184,49299
192973,64184,50289
192974,64185,46284
192975,64185,59216
192976,64185,4138
192977,64185,2314
192978,64186,57383
192979,64186,41051
192980,64186,8069
192981,64186,44846
192982,64186,24351
192983,64187,11114
192984,64188,16750
192985,64188,48024
192986,64188,29226
192987,64189,3599
192988,64189,49195
192989,64189,47789
192990,64189,39714
192991,64190,25322
192992,64190,46616
192993,64191,5019
192994,64191,53030
192995,64191,8724
192996,64191,52742
192997,64192,33970
192998,64192,24266
192999,64192,53081
193000,64193,1958
193001,64193,6093
193002,64193,27002
193003,64193,48680
193004,64194,52051
193005,64194,18119
193006,64194,6560
193007,64194,41544
193008,64195,4878
193009,64195,41478
193010,64195,37911
193011,64196,38489
193012,64196,34111
193013,64196,165
193014,64196,4588
193015,64197,7214
193016,64197,6467
193017,64197,47496
193018,64198,3446
193019,64198,34700
193020,64199,5868
193021,64199,52131
193022,64199,28798
193023,64200,8412
193024,64200,39618
193025,64201,35008
193026,64201,5704
193027,64201,44761
193028,64201,15300
193029,64202,29333
193030,64203,33536
193031,64203,9793
193032,64203,18272
193033,64203,26844
193034,64203,23625
193035,64204,34965
193036,64205,58465
193037,64205,40334
193038,64206,9773
193039,64207,33892
193040,64207,38940
193041,64207,25674
193042,64207,26331
193043,64208,24983
193044,64209,36285
193045,64209,50263
193046,64209,22728
193047,64210,15139
193048,64210,39158
193049,64210,7818
193050,64210,41121
193051,64211,3715
193052,64211,5178
193053,64212,37899
193054,64212,59826
193055,64212,5977
193056,64212,3
193057,64213,56368
193058,64213,34810
193059,64213,30084
193060,64214,8515
193061,64214,26369
193062,64214,7673
193063,64214,3547
193064,64215,39344
193065,64216,14225
193066,64216,39552
193067,64217,37336
193068,64217,2705
193069,64217,55398
193070,64217,52505
193071,64217,21717
193072,64218,3820
193073,64218,56324
193074,64218,38855
193075,64219,28157
193076,64219,58631
193077,64219,29290
193078,64219,52529
193079,64219,11598
193080,64220,58379
193081,64221,54697
193082,64221,10463
193083,64221,19524
193084,64221,52485
193085,64221,38601
193086,64222,6868
193087,64222,51728
193088,64222,49139
193089,64222,17140
193090,64222,54350
193091,64223,22881
193092,64223,11948
193093,64223,38402
193094,64223,3348
193095,64224,57685
193096,64225,53288
193097,64225,13963
193098,64225,21953
193099,64226,25308
193100,64226,45527
193101,64226,52241
193102,64226,44283
193103,64226,21808
193104,64227,58706
193105,64227,39546
193106,64227,40084
193107,64227,40405
193108,64228,55194
193109,64228,14994
193110,64228,45406
193111,64228,34916
193112,64228,56194
193113,64229,31314
193114,64229,39259
193115,64229,45767
193116,64229,46021
193117,64230,10410
193118,64230,25920
193119,64230,55854
193120,64231,29915
193121,64231,51972
193122,64231,10811
193123,64231,59375
193124,64231,48494
193125,64232,7339
193126,64232,36166
193127,64232,29591
193128,64233,46150
193129,64234,15858
193130,64234,39703
193131,64234,32347
193132,64234,32295
193133,64234,21322
193134,64235,11700
193135,64235,45560
193136,64235,26085
193137,64236,2404
193138,64236,48104
193139,64236,17424
193140,64236,56032
193141,64237,33574
193142,64237,32246
193143,64237,59730
193144,64237,34661
193145,64238,16236
193146,64238,32865
193147,64239,2081
193148,64239,15800
193149,64239,35369
193150,64240,39646
193151,64240,6041
193152,64240,14365
193153,64240,15061
193154,64240,48289
193155,64241,14494
193156,64241,19033
193157,64241,28478
193158,64241,54893
193159,64241,27432
193160,64242,2677
193161,64242,18385
193162,64242,57363
193163,64242,53137
193164,64242,6490
193165,64243,56449
193166,64243,3475
193167,64243,4853
193168,64243,25548
193169,64243,44437
193170,64244,7293
193171,64244,32623
193172,64244,37976
193173,64245,46695
193174,64245,6944
193175,64245,35915
193176,64245,19273
193177,64246,20985
193178,64247,55565
193179,64247,14644
193180,64247,27729
193181,64248,26959
193182,64248,35261
193183,64249,38067
193184,64249,19665
193185,64249,3426
193186,64250,45951
193187,64250,41656
193188,64250,6760
193189,64251,8633
193190,64251,48157
193191,64251,26697
193192,64251,16602
193193,64252,21899
193194,64252,32708
193195,64252,53132
193196,64252,42438
193197,64252,40722
193198,64253,6291
193199,64253,29165
193200,64253,34687
193201,64253,19365
193202,64253,37641
193203,64254,48957
193204,64254,20851
193205,64255,2414
193206,64255,53238
193207,64255,35394
193208,64255,33905
193209,64256,22442
193210,64256,7265
193211,64256,39748
193212,64256,56542
193213,64257,28234
193214,64257,45272
193215,64257,23153
193216,64258,17089
193217,64259,1463
193218,64259,20656
193219,64259,28753
193220,64260,24911
193221,64260,52059
193222,64260,33151
193223,64261,7951
193224,64262,12768
193225,64262,11039
193226,64262,32440
193227,64262,8807
193228,64263,28179
193229,64263,9366
193230,64263,29491
193231,64263,33350
193232,64263,6757
193233,64264,51913
193234,64264,34083
193235,64264,34249
193236,64264,25362
193237,64264,49776
193238,64265,23343
193239,64265,32978
193240,64265,40158
193241,64265,59445
193242,64265,15683
193243,64266,39855
193244,64266,31707
193245,64266,5980
193246,64266,44856
193247,64266,47622
193248,64267,36649
193249,64267,56441
193250,64267,7952
193251,64267,4226
193252,64267,51063
193253,64268,49661
193254,64269,7228
193255,64269,46625
193256,64269,6829
193257,64269,1124
193258,64269,53384
193259,64270,55312
193260,64270,48915
193261,64270,39333
193262,64271,44906
193263,64271,42642
193264,64272,37414
193265,64273,10668
193266,64273,39197
193267,64274,7805
193268,64274,41260
193269,64274,7018
193270,64274,23007
193271,64274,21455
193272,64275,53647
193273,64275,42663
193274,64275,27921
193275,64275,52631
193276,64276,12914
193277,64276,23038
193278,64276,42965
193279,64276,15352
193280,64276,538
193281,64277,354
193282,64277,50483
193283,64277,11245
193284,64278,45538
193285,64278,49687
193286,64278,40789
193287,64278,56419
193288,64279,41161
193289,64279,9953
193290,64279,43206
193291,64279,47154
193292,64279,33398
193293,64280,17811
193294,64280,5884
193295,64281,40909
193296,64281,9231
193297,64281,31649
193298,64281,37462
193299,64282,33088
193300,64282,53522
193301,64283,47469
193302,64283,58601
193303,64283,38977
193304,64283,46636
193305,64283,43332
193306,64284,40584
193307,64284,32052
193308,64284,54910
193309,64284,59187
193310,64284,45783
193311,64285,50416
193312,64285,38024
193313,64285,17805
193314,64286,53135
193315,64287,46320
193316,64287,23695
193317,64287,31362
193318,64287,57623
193319,64288,51757
193320,64288,29434
193321,64288,57522
193322,64288,22695
193323,64289,32784
193324,64289,43901
193325,64289,53738
193326,64289,26201
193327,64290,23584
193328,64290,45627
193329,64290,20559
193330,64291,21573
193331,64291,32474
193332,64291,12848
193333,64292,35358
193334,64292,28804
193335,64292,2240
193336,64292,28363
193337,64293,23046
193338,64293,34240
193339,64294,41387
193340,64294,5685
193341,64294,4721
193342,64294,44472
193343,64294,40240
193344,64295,5411
193345,64295,23371
193346,64295,24386
193347,64295,2680
193348,64296,26127
193349,64296,29335
193350,64296,38481
193351,64297,31830
193352,64298,59444
193353,64298,3525
193354,64298,2223
193355,64298,25263
193356,64298,37314
193357,64299,43075
193358,64299,48057
193359,64299,15879
193360,64299,27099
193361,64299,18644
193362,64300,29864
193363,64300,59842
193364,64300,5880
193365,64300,46697
193366,64300,45611
193367,64301,48421
193368,64301,18615
193369,64301,42100
193370,64301,43444
193371,64301,9267
193372,64302,29274
193373,64302,16915
193374,64302,21503
193375,64302,2409
193376,64303,38975
193377,64304,32828
193378,64305,57773
193379,64305,18942
193380,64306,40025
193381,64307,30948
193382,64307,9943
193383,64307,4773
193384,64307,9217
193385,64308,25883
193386,64308,42330
193387,64308,57276
193388,64308,49776
193389,64308,28811
193390,64309,23364
193391,64309,28991
193392,64309,8441
193393,64310,38531
193394,64310,39369
193395,64311,13693
193396,64311,32404
193397,64311,16286
193398,64311,40244
193399,64312,40805
193400,64312,28738
193401,64312,41371
193402,64312,18340
193403,64313,13664
193404,64313,48205
193405,64313,52931
193406,64314,14534
193407,64315,35112
193408,64315,5387
193409,64315,52240
193410,64316,55805
193411,64316,44863
193412,64316,52480
193413,64316,41396
193414,64316,46953
193415,64317,32206
193416,64317,1166
193417,64317,40252
193418,64317,59952
193419,64317,46204
193420,64318,19587
193421,64318,55672
193422,64318,41683
193423,64319,11299
193424,64319,47418
193425,64319,23064
193426,64319,35694
193427,64320,31343
193428,64320,41626
193429,64321,40039
193430,64322,25117
193431,64322,56025
193432,64323,39371
193433,64323,6100
193434,64323,41767
193435,64323,15748
193436,64323,50266
193437,64324,49109
193438,64324,53483
193439,64325,55487
193440,64325,57372
193441,64325,46466
193442,64325,15407
193443,64325,10633
193444,64326,880
193445,64326,14521
193446,64327,43171
193447,64327,20492
193448,64327,4380
193449,64328,12851
193450,64328,30369
193451,64329,24819
193452,64330,39173
193453,64330,24873
193454,64330,48387
193455,64330,19741
193456,64331,25185
193457,64332,38965
193458,64333,33470
193459,64333,51659
193460,64333,58770
193461,64334,46442
193462,64334,11807
193463,64334,38162
193464,64335,8543
193465,64335,37837
193466,64335,19945
193467,64335,49754
193468,64336,40775
193469,64336,38547
193470,64336,9465
193471,64336,15253
193472,64337,27747
193473,64337,59625
193474,64337,26279
193475,64338,29580
193476,64339,36170
193477,64340,38056
193478,64340,44133
193479,64340,53855
193480,64340,6903
193481,64340,51379
193482,64341,28893
193483,64341,54737
193484,64341,26372
193485,64342,50546
193486,64342,38471
193487,64342,45120
193488,64343,48955
193489,64343,38555
193490,64344,46132
193491,64344,57628
193492,64344,28649
193493,64345,5186
193494,64345,30152
193495,64345,23055
193496,64345,8319
193497,64345,620
193498,64346,7716
193499,64346,28095
193500,64346,54255
193501,64346,55879
193502,64347,6053
193503,64347,39669
193504,64347,54360
193505,64347,32896
193506,64348,31046
193507,64348,54424
193508,64348,52950
193509,64348,41734
193510,64349,49747
193511,64349,23679
193512,64349,36896
193513,64350,12350
193514,64351,34821
193515,64351,8240
193516,64351,48151
193517,64351,4774
193518,64351,58905
193519,64352,8827
193520,64352,2692
193521,64352,55914
193522,64352,16977
193523,64352,23856
193524,64353,16656
193525,64353,42342
193526,64353,18707
193527,64353,6345
193528,64353,5783
193529,64354,3537
193530,64354,59822
193531,64354,51242
193532,64355,8594
193533,64355,12174
193534,64356,25606
193535,64356,11290
193536,64357,51051
193537,64357,48327
193538,64357,57871
193539,64357,20085
193540,64357,28271
193541,64358,12703
193542,64358,53390
193543,64358,37441
193544,64358,19560
193545,64359,55722
193546,64360,37746
193547,64360,51462
193548,64361,31148
193549,64362,42646
193550,64362,52377
193551,64362,42411
193552,64362,21185
193553,64363,13117
193554,64363,6345
193555,64363,53054
193556,64364,7605
193557,64364,43353
193558,64364,17099
193559,64364,54004
193560,64364,3182
193561,64365,53429
193562,64366,16173
193563,64366,24286
193564,64367,46937
193565,64367,39589
193566,64367,42740
193567,64368,2502
193568,64368,32340
193569,64369,1651
193570,64369,24092
193571,64369,25971
193572,64370,46815
193573,64370,45934
193574,64370,28264
193575,64370,53937
193576,64371,10917
193577,64371,35204
193578,64371,437
193579,64371,40455
193580,64372,10645
193581,64373,48302
193582,64373,12853
