,ID,Nazwa,Numer_seryjny,Rodzaj
33698,33698,Tonfa,AK3BTTE06A4CE29DL,bron
33699,33699,Volkswagen Crafter,KCZNVKK9238RTYZUW,pojazd
33700,33700,Walther P99,YXP7341E0WJH2VBUV,bron
33701,33701,Beretta APX,7K4PWN8U93RWB6LN2,bron
33702,33702,Terminal Bluebird,866K2VBF51Z3PBMUA,srodki_lacznosci
33703,33703,Skoda Superb,L39D23SB898URA6BK,pojazd
33704,33704,Volkswagen Crafter,0WZ1441X97Z8ASM7K,pojazd
33705,33705,Glock 19,0XNM9JAN846M00YZN,bron
33706,33706,Radiostacja nasobna,HP6DXHV35SJAN4G7D,srodki_lacznosci
33707,33707,Radiostacja nasobna,G7Z1JZ8S7NCL6A7H0,srodki_lacznosci
33708,33708,H&K G36,TF9UY52H0USM6AT7B,bron
33709,33709,Kamizelka kuloodporna,LHPP4LTP54JS7E1C8,inne
33710,33710,Volkswagen Transporter,VKNPMVUK0YLYWJH6D,pojazd
33711,33711,Urzadzenie do detekcji narkotykow AlereTM DDS 2,WT3ST61G51CB8SWDC,inne
33712,33712,Alkomat AlcoQuant 6020,Z30Z1PMK4PB0L3XJ0,inne
33713,33713,Terminal Bluebird,HZTR9KW30DZG92VTS,srodki_lacznosci
33714,33714,Terminal Bluebird,M29DT5YL19KN70FNA,srodki_lacznosci
33715,33715,BMW serii 3,JHXGC6K80T2YDN40N,pojazd
33716,33716,Glock 26,HG4UUSWV618EV5PGS,bron
33717,33717,Beretta APX,F60LMZM41RHDU9DMU,bron
33718,33718,Terminal Bluebird,S8JUH87S59BCW43B5,srodki_lacznosci
33719,33719,Kia Ceed III,525SCYH660XYLFUFA,pojazd
33720,33720,Sako TRG-21,JFLXMMPZ1TGRL8T68,bron
33721,33721,Apteczka taktyczna,6X6EXJA496FP26E8X,inne
33722,33722,Radiostacja nasobna,YF0N3MA93S4Z28DN0,srodki_lacznosci
33723,33723,Volkswagen Crafter,CCY0MDVK2UYCT9A9V,pojazd
33724,33724,Tonfa,98D3ABBT721BBVNN7,bron
33725,33725,Terminal Bluebird,DUGER0P4XLTFCYATX,srodki_lacznosci
33726,33726,Volkswagen Transporter,NHUHD08B03D886ZFG,pojazd
33727,33727,Terminal Bluebird,5JKHVRGL9UKMJ361V,srodki_lacznosci
33728,33728,Radiostacja nasobna,KV5Y0A3V96V5XM7XR,srodki_lacznosci
33729,33729,Terminal Bluebird,RWMSGNWF801EX4LZD,srodki_lacznosci
33730,33730,Radiostacja nasobna,JZSVEAG335ZSSL0RT,srodki_lacznosci
33731,33731,Glock 26,600V83KV8042XPEJ1,bron
33732,33732,Skoda Superb,BF8TUARY087JAYWBA,pojazd
33733,33733,Radiostacja nasobna,G8FZN80J20ZJET28C,srodki_lacznosci
33734,33734,Kamizelka kuloodporna,NNPF3ZM7X0MU7MPY6,inne
33735,33735,Glock 26,N0DYA3G06C13AUCG1,bron
33736,33736,HK UMP,NK7K36YP77CL065TG,bron
33737,33737,Hyundai Tucson,HJKSGX095624978AJ,pojazd
33738,33738,Terminal Bluebird,Y6FZETBJ705HPWWXK,srodki_lacznosci
33739,33739,Glauberyt PM-98,BJ15D7C66AT62S0C9,bron
33740,33740,Terminal Bluebird,2AGFDMXG7EFYAVZWL,srodki_lacznosci
33741,33741,Radiostacja nasobna,K03EA7EH8G26UFSL8,srodki_lacznosci
33742,33742,Radiostacja nasobna,U2XXTWKN3YX94092F,srodki_lacznosci
33743,33743,Volkswagen Transporter,D9XTX39W2B05T45SP,pojazd
33744,33744,Glock 17,L65WGMA37BES7R077,bron
33745,33745,Glock 19,JVE27JDM497TY16T8,bron
33746,33746,Glock 26,AFA9AN1X4FGC7FD9T,bron
33747,33747,Urzadzenie do detekcji narkotykow AlereTM DDS 2,YHFXR0ZB7T85Z9W8M,inne
33748,33748,Radiostacja nasobna,KA7MS14H05H0FPHFS,srodki_lacznosci
33749,33749,Glauberyt PM-98,YPKH5Y7H0FKUS7NMK,bron
33750,33750,Radiostacja nasobna,KXUAGVU26009L19VW,srodki_lacznosci
33751,33751,Kamizelka kuloodporna,CPXGFBHT4GRBCUPGS,inne
33752,33752,Volkswagen Crafter,7LYG9LLY4A3RMGZRF,pojazd
33753,33753,Kajdanki,HWCDDHXM7BMVHYJBS,inne
33754,33754,Radiostacja nasobna,C1S9KFLN04YJ5G2GP,srodki_lacznosci
33755,33755,Terminal Bluebird,PRTRESCC5KRTLHBD6,srodki_lacznosci
33756,33756,Glock 26,25WPF4KS6GJ5RNJ6A,bron
33757,33757,Kia Ceed III,5TXP6EMG65PG9PYTE,pojazd
33758,33758,Volkswagen Crafter,XENFX7D30E8WVDR4M,pojazd
33759,33759,Walther P99,VF9ZZ2BE5MLNB2ZG8,bron
33760,33760,Radiostacja nasobna,DS8R77J357WNNTB0S,srodki_lacznosci
33761,33761,Radiostacja nasobna,BZUK85SB94BWWRGNG,srodki_lacznosci
33762,33762,Glock 26,NFNVUZM9209KV62S2,bron
33763,33763,Opel Crossland X,5BUR9ZFZ3ETB2FMXK,pojazd
33764,33764,Terminal Bluebird,T7DV9NPT44WX7XSK7,srodki_lacznosci
33765,33765,Latarka taktyczna,6AJ6N8SN5UGCKFNYJ,inne
33766,33766,Kia Ceed III,PY2TT4714U47HKGWX,pojazd
33767,33767,Toyota Corolla,31G02M432A86AH737,pojazd
33768,33768,Volkswagen Transporter,9SMW3Z8K7X9J1XSUR,pojazd
33769,33769,Terminal Bluebird,VE5HBCMN33VSLA643,srodki_lacznosci
33770,33770,H&K G36,X6ZRZS776MMZR8XGX,bron
33771,33771,Alkomat AlcoQuant 6020,TDE18SZPXFJMLBYWX,inne
33772,33772,BMW serii 3,SVXA07TP4XZUFXHJA,pojazd
33773,33773,Terminal Bluebird,MVS9Z6423XA00JDL2,srodki_lacznosci
33774,33774,Kia Ceed III,HX134K2V60K31Z0KV,pojazd
33775,33775,H&K MP5A3,3FNFZC656515BTUNF,bron
33776,33776,Hyundai Tucson,U9MN95XV81XN3SRC8,pojazd
33777,33777,Volkswagen Transporter,8JZEZ4SRX74PUTHF1,pojazd
33778,33778,Radiostacja nasobna,N3MVHL0UXXSU3MTNE,srodki_lacznosci
33779,33779,Opel Crossland X,AEK4PF4GXVHUTV73W,pojazd
33780,33780,Latarka taktyczna,5C6D9UU98XSKJM3G0,inne
33781,33781,Volkswagen Transporter,NC1843A45EVDY44NS,pojazd
33782,33782,Kamizelka kuloodporna,7VGGVZ352H1RR9E21,inne
33783,33783,Tonfa,0Y6L1BZH9GCNE9K2W,bron
33784,33784,Radiostacja nasobna,V491B3ML17A88WRPM,srodki_lacznosci
33785,33785,Radiostacja nasobna,P51LGUYT9CX3XDC8H,srodki_lacznosci
33786,33786,H&K MP5A3,DNN15TS11LK7PBD16,bron
33787,33787,Walther P99,891XDGWZ4NFJTSAR0,bron
33788,33788,Opel Crossland X,VTP3ENLH1N2ERUM8P,pojazd
33789,33789,Kajdanki,42RR7ZWL0JYR5SWZB,inne
33790,33790,Opel Crossland X,NU3K7SCW3917E22U8,pojazd
33791,33791,Tonfa,28K4ZH2H3BDDA7HG6,bron
33792,33792,Tonfa,AFCM51WW09428W25R,bron
33793,33793,Alkomat AlcoQuant 6020,G8XVWYVU1EP2ACGV9,inne
33794,33794,Volkswagen Crafter,T4Y45EMBXSC2KJDPG,pojazd
33795,33795,Toyota Corolla,63DLMMEGXCVANMNRD,pojazd
33796,33796,Latarka taktyczna,ZPP4UC314E94G1YAB,inne
33797,33797,Urzadzenie do detekcji narkotykow AlereTM DDS 2,76R6LNXW2G4F50JG0,inne
33798,33798,Kajdanki,SHS0C7J84K28LBN9G,inne
33799,33799,Urzadzenie do detekcji narkotykow AlereTM DDS 2,AT665JN38MUCV5DDM,inne
33800,33800,Apteczka taktyczna,ZA95HYDP6R6HBFH5W,inne
33801,33801,H&K MP5A3,L9X1F3SN4L7W680DV,bron
33802,33802,Hyundai Tucson,PYY0ZFL939LKAK9TU,pojazd
33803,33803,Terminal Bluebird,SJPUWALS2DLX1C9NJ,srodki_lacznosci
33804,33804,Kia Ceed III,82E1WDRM348PG7Y3J,pojazd
33805,33805,Radiostacja nasobna,GXCDZSME0PA4LV4PR,srodki_lacznosci
33806,33806,Glock 19,X1BUMJF75ZFV4DJDP,bron
33807,33807,Radiostacja nasobna,DNBE7D823GB6B1TE5,srodki_lacznosci
33808,33808,Volkswagen Transporter,7KDTYU4A0FAEXAKW0,pojazd
33809,33809,BMW serii 3,7RVE99PEXS3DTV0VN,pojazd
33810,33810,HK UMP,V1YLEZAG5ALB78W6W,bron
33811,33811,Apteczka taktyczna,6AZBZH7C3R1MTHW05,inne
33812,33812,Kamizelka kuloodporna,VHGZ3ARW6LGBJTGWT,inne
33813,33813,Apteczka taktyczna,2MF3W11P3N9254BAA,inne
33814,33814,BMW serii 3,RCF7AT8W73XVWDPUA,pojazd
33815,33815,Urzadzenie do detekcji narkotykow AlereTM DDS 2,B170KSYV0HB3M0M8W,inne
33816,33816,Volkswagen Crafter,CRUF3C1146GY8RJU3,pojazd
33817,33817,Tonfa,ZZCH01RC6P4W35DUY,bron
33818,33818,Glauberyt PM-98,FTG494E72PTMN0FXK,bron
33819,33819,Terminal Bluebird,082JF4FL69CWTTCM7,srodki_lacznosci
33820,33820,Tonfa,W9B3UN337TJLRG3RX,bron
33821,33821,Beretta APX,BF4EGDBL4T88NDFGE,bron
33822,33822,Toyota Corolla,RALJZPXL69ZPNX6PM,pojazd
33823,33823,Radiostacja nasobna,GLP2F7XX5BKSL9S77,srodki_lacznosci
33824,33824,Tonfa,CHNHRWFP5T6WTYXSH,bron
33825,33825,Radiostacja nasobna,DXFZF5K86JLGAXAED,srodki_lacznosci
33826,33826,Radiostacja nasobna,4UT9A7KV297XLKMVC,srodki_lacznosci
33827,33827,Terminal Bluebird,P7R2NTZM5KPXB766V,srodki_lacznosci
33828,33828,Radiostacja nasobna,9HR6PAZW0TCFTKU81,srodki_lacznosci
33829,33829,Kia Ceed III,YMT8D17W1HHGDV5F7,pojazd
33830,33830,Skoda Superb,4928GWCY2SGKHJ5AE,pojazd
33831,33831,Kajdanki,F0SFLA85887U93TRJ,inne
33832,33832,Terminal Bluebird,NCTWU5PP3ZY8VTG62,srodki_lacznosci
33833,33833,Terminal Bluebird,FS2NCNF3749RSLYMS,srodki_lacznosci
33834,33834,Alkomat AlcoQuant 6020,2W98KAWU76JS3R62M,inne
33835,33835,Radiostacja nasobna,FMFYZGLD4HU0BFBDF,srodki_lacznosci
33836,33836,Toyota Corolla,4DB48S1F7PXD8K2U4,pojazd
33837,33837,Glauberyt PM-98,257VDTD199043VGS7,bron
33838,33838,Radiostacja nasobna,750GZG5N3SYH570F6,srodki_lacznosci
33839,33839,Kamizelka kuloodporna,9PE6C5UUXL6DJYUPD,inne
33840,33840,Alkomat AlcoQuant 6020,M9HCN93P0V16K20NY,inne
33841,33841,Terminal Bluebird,RHH9MS8A6NND4DJPC,srodki_lacznosci
33842,33842,Alkomat AlcoQuant 6020,BRTHD6KTX4UU40MHM,inne
33843,33843,Opel Crossland X,2YLHK1F16VM4S1ZRN,pojazd
33844,33844,Volkswagen Crafter,SASG1M7Z23SXW4ZRU,pojazd
33845,33845,Latarka taktyczna,PC36C0E17ZS461P6W,inne
33846,33846,Walther P99,01J18AFR4TJJ3KPR5,bron
33847,33847,Radiostacja nasobna,SBNDLB61X5X817NSZ,srodki_lacznosci
33848,33848,Terminal Bluebird,0DX1R7ZP94UBW16DS,srodki_lacznosci
33849,33849,Kamizelka kuloodporna,K4EX1AH476V6HGC4N,inne
33850,33850,Walther P99,3ZDN7N0G6GZU93XD1,bron
33851,33851,HK UMP,9UKZTPPU837BT9P42,bron
33852,33852,Radiostacja nasobna,TLH4MDUSXSDMWDCKU,srodki_lacznosci
33853,33853,Radiostacja nasobna,BBZ4GWP37Z5EVX3KX,srodki_lacznosci
33854,33854,Kamizelka kuloodporna,UXG8VWZY2MX02WS9R,inne
33855,33855,HK UMP,J376HP3X7D6F5URKE,bron
33856,33856,Radiostacja nasobna,HLCU22V6XE5PCAJC9,srodki_lacznosci
33857,33857,Radiostacja nasobna,7XZJPZ681670H5HGB,srodki_lacznosci
33858,33858,Terminal Bluebird,HEKMP89J4TYHMYA8H,srodki_lacznosci
33859,33859,Latarka taktyczna,UNPGH3T203PN2GE2H,inne
33860,33860,Terminal Bluebird,TRAAP22N1NZJRET5G,srodki_lacznosci
33861,33861,Skoda Superb,4NCZVSE04ZF5RW3X4,pojazd
33862,33862,Skoda Superb,LF7BKUU02KRM2MLT2,pojazd
33863,33863,Hyundai Tucson,J4EG3N5T7EZBX6974,pojazd
33864,33864,Apteczka taktyczna,0C9BR6MN8X0BW0V3V,inne
33865,33865,Sako TRG-21,PX1BH9P67JWJ8UX9C,bron
33866,33866,Terminal Bluebird,XGHR8KM77NG1X9ZHV,srodki_lacznosci
33867,33867,Opel Crossland X,2EATA60D3Z8EEC6JJ,pojazd
33868,33868,Kamizelka kuloodporna,BPC1T2HTX02XC45LF,inne
33869,33869,Glock 26,06K4FTBV7BTC3D9RW,bron
33870,33870,Skoda Superb,JMS042DG9X5BL7C2P,pojazd
33871,33871,Glock 19,2GVC7ZTR5D7G7ZRKA,bron
33872,33872,Radiostacja nasobna,72Z4634C1MKYN63W3,srodki_lacznosci
33873,33873,BMW serii 3,ND2C789T1EYFDANCB,pojazd
33874,33874,H&K G36,NY1GULHK369DJ82J6,bron
33875,33875,Radiostacja nasobna,7ET96M55331ZJ0VBD,srodki_lacznosci
33876,33876,Volkswagen Transporter,XCFL4MA90NJ1JCAFW,pojazd
33877,33877,Skoda Superb,JNWJNDKH5KNBL61UV,pojazd
33878,33878,HK UMP,D111B7XT3ELP1NNBJ,bron
33879,33879,Kia Ceed III,PHK6FJ5Y1B2MGNDLH,pojazd
33880,33880,Glock 26,EDGZTJXC5Y3LH8MW7,bron
33881,33881,Apteczka taktyczna,BLZTZEBX24ARTL4L1,inne
33882,33882,Hyundai Tucson,20MMEJY019LFAFJRZ,pojazd
33883,33883,Urzadzenie do detekcji narkotykow AlereTM DDS 2,99K1CJUZ45HXW5C8W,inne
33884,33884,Alkomat AlcoQuant 6020,8UXLLTGN54XE4LGR6,inne
33885,33885,Glock 17,3H3XPSUY54P8WLSSV,bron
33886,33886,Toyota Corolla,DXF610X8475VR5X7E,pojazd
33887,33887,Terminal Bluebird,EKCCHV1Y88USW7KS9,srodki_lacznosci
33888,33888,Radiostacja nasobna,8WP2L5T30GJD3RGR1,srodki_lacznosci
33889,33889,Kajdanki,JULYD1CB6RJB0V5U2,inne
33890,33890,Kajdanki,67EV5SX74DNDHGJLS,inne
33891,33891,Glock 19,7WMVN64MX4RN24GNV,bron
33892,33892,Kajdanki,MJ8H4YNF4BUHTUMYF,inne
33893,33893,Radiostacja nasobna,SXG04FXC3ZB85CG67,srodki_lacznosci
33894,33894,H&K G36,L58S9BHW6R6S4PSST,bron
33895,33895,Opel Crossland X,BSFYHRW163KVC3TZE,pojazd
33896,33896,Volkswagen Transporter,6HT5ECZAXSTKZARH8,pojazd
33897,33897,Terminal Bluebird,GJ3KJZAW6LLJVM2H6,srodki_lacznosci
33898,33898,Alkomat AlcoQuant 6020,Y9R61FA79M3D4GCBW,inne
33899,33899,Glock 19,63LTJC6G88297G1YL,bron
33900,33900,Urzadzenie do detekcji narkotykow AlereTM DDS 2,S1J07KG69ULDJZA3L,inne
33901,33901,Glock 26,GBYAZGEW3949NJL8W,bron
33902,33902,Latarka taktyczna,98MUYB4H24GG70Y7Z,inne
33903,33903,Apteczka taktyczna,FY5SR4ZS5SYDTTSDM,inne
33904,33904,Radiostacja nasobna,3XEYYFKP7ZJHVWLNG,srodki_lacznosci
33905,33905,H&K MP5A3,R75W17H30PJTTN1E6,bron
33906,33906,Urzadzenie do detekcji narkotykow AlereTM DDS 2,PSRCEBHF82GPHRUYT,inne
33907,33907,Volkswagen Crafter,4A4TWLH2XWX16KVKS,pojazd
33908,33908,Opel Crossland X,DK3T0AHJ39TH5K99H,pojazd
33909,33909,Alkomat AlcoQuant 6020,PT5D58FHXP3NZ9ZGD,inne
33910,33910,Beretta APX,BPKPXMP59RJPLZ36A,bron
33911,33911,Kajdanki,DYEDNS0TXL1NTFPSH,inne
33912,33912,Walther P99,7PSYR08T0DLL5BS7Z,bron
33913,33913,Walther P99,4LC7VA6R1VV5KBLEM,bron
33914,33914,Walther P99,MA0MS4AP2BXG2CFMT,bron
33915,33915,Apteczka taktyczna,MLJR0WKT6C7HTN030,inne
33916,33916,Volkswagen Crafter,C1NL63YC19NSCC9UK,pojazd
33917,33917,BMW serii 3,YAJSD66F5MDEKB6CT,pojazd
33918,33918,Radiostacja nasobna,DAL598V36EL6PXLFA,srodki_lacznosci
33919,33919,Glock 26,X5W7UTUG7XGCDHEH0,bron
33920,33920,Opel Crossland X,9Y07BE130H3S0BM7V,pojazd
33921,33921,Hyundai Tucson,41XHM53H04N08L2CJ,pojazd
33922,33922,H&K MP5A3,7GH58K1C3YWHFUZN0,bron
33923,33923,Terminal Bluebird,4ARV54TX4D4RRA34K,srodki_lacznosci
33924,33924,Beretta APX,GBLV697P00BNWVUKX,bron
33925,33925,Terminal Bluebird,5S230RXF715E40JBS,srodki_lacznosci
33926,33926,Skoda Superb,0AKHBZSC6S43DL9VX,pojazd
33927,33927,Kajdanki,EVL012WY7R6RAHL0A,inne
33928,33928,Skoda Superb,RA9JTR8WXC6HATNMJ,pojazd
33929,33929,Radiostacja nasobna,XBAW23S98SLXM2Y04,srodki_lacznosci
33930,33930,Apteczka taktyczna,TJ9VCS3N1X8LY5STD,inne
33931,33931,Alkomat AlcoQuant 6020,C0M7GVW8X6TKMT7U3,inne
33932,33932,Radiostacja nasobna,H0B61H7C3FUZA6WZR,srodki_lacznosci
33933,33933,Radiostacja nasobna,D74AHPBK3BZ859BNW,srodki_lacznosci
33934,33934,Alkomat AlcoQuant 6020,U3EHKB5N1CN00J6H7,inne
33935,33935,Terminal Bluebird,TFELZD3M09H5CEXC4,srodki_lacznosci
33936,33936,Glock 26,TLBZ4JB43HKCM7AP4,bron
33937,33937,Volkswagen Transporter,EUGB1T7X2UPTLSB0E,pojazd
33938,33938,Urzadzenie do detekcji narkotykow AlereTM DDS 2,3FRAP1RN8LWBGW71V,inne
33939,33939,Sako TRG-21,8AY07JXPXW3XHC2F0,bron
33940,33940,Kajdanki,HTJNYVGX9UK263DUJ,inne
33941,33941,Radiostacja nasobna,NYW0F7ZA8KZKZFYYE,srodki_lacznosci
33942,33942,Terminal Bluebird,94R81XNW3WDYX73WS,srodki_lacznosci
33943,33943,Terminal Bluebird,XNE4B1T50MDKZFA2W,srodki_lacznosci
33944,33944,Glock 26,WBR1SV2Z16P4N5RNX,bron
33945,33945,Beretta APX,MUVV8LT8271X47YA4,bron
33946,33946,Volkswagen Transporter,HSGMR1XF539GX90CX,pojazd
33947,33947,Volkswagen Crafter,U877WLM59WL8F6BSF,pojazd
33948,33948,Radiostacja nasobna,8U96A6GZ2VHY0B9S0,srodki_lacznosci
33949,33949,Urzadzenie do detekcji narkotykow AlereTM DDS 2,JRWGZZV79B0NF4MM8,inne
33950,33950,Sako TRG-21,VC7GB4MK4LPFZ7BKM,bron
33951,33951,Radiostacja nasobna,7YJX18YU0AL9HR7A8,srodki_lacznosci
33952,33952,Volkswagen Transporter,GE925X871M6E8XJLN,pojazd
33953,33953,Urzadzenie do detekcji narkotykow AlereTM DDS 2,VTCDHMXP0PYSAA5A8,inne
33954,33954,Skoda Superb,CPWVFRLN6JSXDVBHL,pojazd
33955,33955,Kajdanki,KXWVEFN22AFNBA3C4,inne
33956,33956,Apteczka taktyczna,HVGX82NX94VLNZWEE,inne
33957,33957,Radiostacja nasobna,CNTJR57B1CDHNXZN5,srodki_lacznosci
33958,33958,Kamizelka kuloodporna,1HGN4NBC0SYA4CY4T,inne
33959,33959,Opel Crossland X,R0X1VA5F530HZ2B3P,pojazd
33960,33960,BMW serii 3,AJKRHZ425YCDYYCW0,pojazd
33961,33961,Apteczka taktyczna,G6DXJ8JRXR15MDGHU,inne
33962,33962,Hyundai Tucson,VKHTB5A92ZEYVX7J7,pojazd
33963,33963,Beretta APX,1CKNXWM422MJCNHZA,bron
33964,33964,Apteczka taktyczna,42J82MX855MAP0Y7Y,inne
33965,33965,Opel Crossland X,DR9WT87G79K2R012T,pojazd
33966,33966,Latarka taktyczna,GC84K2BB6A3F8UAV1,inne
33967,33967,Radiostacja nasobna,APUS6A1U7TXXZGBNN,srodki_lacznosci
33968,33968,Latarka taktyczna,BNHB9H4C86B7B89HV,inne
33969,33969,Radiostacja nasobna,8L66U6AU0899LNWD2,srodki_lacznosci
33970,33970,Glock 19,6XB8UJN93K9WAT5AE,bron
33971,33971,Glock 26,TUF7JXXL05WLS98SC,bron
33972,33972,Kamizelka kuloodporna,3CLXLUG25A8GJ2UEV,inne
33973,33973,Urzadzenie do detekcji narkotykow AlereTM DDS 2,CDHVWUVJ3LUKBW2XU,inne
33974,33974,Volkswagen Transporter,ZY4NM5AWX36FN3C0T,pojazd
33975,33975,Volkswagen Crafter,351ZZ18559AY2MGDJ,pojazd
33976,33976,BMW serii 3,HDDHVW6WXGW2A5YP4,pojazd
33977,33977,Kajdanki,WHB66VPXXZ7AR76SC,inne
33978,33978,Radiostacja nasobna,9TCKZB3K218HT0HES,srodki_lacznosci
33979,33979,Radiostacja nasobna,4V9VGFSV9C5L233RY,srodki_lacznosci
33980,33980,Terminal Bluebird,B897NNEF7GB2LKWC8,srodki_lacznosci
33981,33981,Hyundai Tucson,RACRBR671KY9SGED1,pojazd
33982,33982,Glock 17,S3CD04Z830UTG24T9,bron
33983,33983,Opel Crossland X,YVHL48H197BFPNR49,pojazd
33984,33984,Apteczka taktyczna,WGSNRD9X0872B46PT,inne
33985,33985,Volkswagen Crafter,WNHSE0H04D8E9LZ0Y,pojazd
33986,33986,Volkswagen Crafter,Y9X0V7Z58X8M8EGFC,pojazd
33987,33987,Kia Ceed III,UPVDTRCM5TLW0KD9C,pojazd
33988,33988,HK UMP,XDSSYMJW70497YNA1,bron
33989,33989,BMW serii 3,JPPP0WX21X22K0J38,pojazd
33990,33990,Terminal Bluebird,BFUS3F8F64P9SVF2B,srodki_lacznosci
33991,33991,BMW serii 3,1FP3P7RB3PP0545MB,pojazd
33992,33992,Terminal Bluebird,8L669Z5Y6998B198N,srodki_lacznosci
33993,33993,Apteczka taktyczna,S0VWVL9P4BG3GCYHE,inne
33994,33994,Terminal Bluebird,CY4WWYM37V34GFBUH,srodki_lacznosci
33995,33995,Radiostacja nasobna,R3BMEHF59ZY5EMTFJ,srodki_lacznosci
33996,33996,Radiostacja nasobna,21YP2WZ74PP7951GR,srodki_lacznosci
33997,33997,HK UMP,3HL5U104XLUT3F9SN,bron
33998,33998,HK UMP,P7MUZCV76T0R3RE8D,bron
33999,33999,Glock 17,KL3BF2R56BHBTVBG8,bron
34000,34000,Glock 26,NU1RUAUG1376S8BH8,bron
34001,34001,Hyundai Tucson,C85F8DWJ1V1CX615K,pojazd
34002,34002,Terminal Bluebird,YEE565WS0PEW4FA0F,srodki_lacznosci
34003,34003,Alkomat AlcoQuant 6020,8MSHYBA77JF2T28GU,inne
34004,34004,Latarka taktyczna,3KYWERFZ1XXF25RZP,inne
34005,34005,Radiostacja nasobna,5SFM5USB8YA28A91M,srodki_lacznosci
34006,34006,Radiostacja nasobna,FW65DWLT5Y1WS0M04,srodki_lacznosci
34007,34007,H&K G36,U5559SYW6PUTNC07A,bron
34008,34008,Radiostacja nasobna,WRBA7EZS7DZG3UD56,srodki_lacznosci
34009,34009,Radiostacja nasobna,FT1V470X76FH13W0B,srodki_lacznosci
34010,34010,Terminal Bluebird,0XEED70295TBSJ6F7,srodki_lacznosci
34011,34011,Glock 26,EG7T23NG5UM6HDTK3,bron
34012,34012,Volkswagen Crafter,0MGK0F8X1KFWFBLVE,pojazd
34013,34013,Glock 17,ES7JX5MS4RNFY5H3C,bron
34014,34014,Skoda Superb,CZHJEESX3M67U2NJK,pojazd
34015,34015,Kajdanki,TJG60ECY5TLNR6MZL,inne
34016,34016,Toyota Corolla,4CBA2K434XDHZVR37,pojazd
34017,34017,Beretta APX,2AJ2S59P3ZHKJ8F89,bron
34018,34018,Hyundai Tucson,C1PHBJF230MRP5U8M,pojazd
34019,34019,H&K G36,D9WWX96108CZ9D2X3,bron
34020,34020,Tonfa,HKMNJM1S3YAZBJPS9,bron
34021,34021,HK UMP,TBUK25RT8JS889V85,bron
34022,34022,Alkomat AlcoQuant 6020,G1LFKYD79TVST0XT2,inne
34023,34023,Volkswagen Crafter,EKY732VT1XN1CKEDN,pojazd
34024,34024,Latarka taktyczna,KFM6YAEX24ZAYG9J0,inne
34025,34025,Kia Ceed III,HKKNT5AWXG2Y28F80,pojazd
34026,34026,Terminal Bluebird,DKS8F7SN4U26MCXNH,srodki_lacznosci
34027,34027,Glock 26,Z2BP9TCW4GSCU3ERP,bron
34028,34028,Kia Ceed III,1SAP4F273SEM4MUDB,pojazd
34029,34029,Glock 17,WG7U135Z4NNTHW3F1,bron
34030,34030,Tonfa,XSZUTGZP32UX5AXJ1,bron
34031,34031,Kia Ceed III,5KWBNPYU3DVJJ2J5R,pojazd
34032,34032,Radiostacja nasobna,P7D9E3V56DS7JKS5E,srodki_lacznosci
34033,34033,Urzadzenie do detekcji narkotykow AlereTM DDS 2,4HBTDZEP5GDJVB8J4,inne
34034,34034,Sako TRG-21,NL9CM4R44U29S160L,bron
34035,34035,HK UMP,NNK2VJJG76TELY07U,bron
34036,34036,Volkswagen Transporter,7V1WAFKV4GGKMJEDP,pojazd
34037,34037,Terminal Bluebird,G1VCNNE23YT4NYUCR,srodki_lacznosci
34038,34038,Toyota Corolla,ZZC9C2SW6WHN6FC5D,pojazd
34039,34039,Toyota Corolla,Z26N9FE49BLWU0K7T,pojazd
34040,34040,Volkswagen Transporter,2ZC1XN7K3Y7VCS6KN,pojazd
34041,34041,H&K G36,LPXZJUMR39Z5B3JHP,bron
34042,34042,Apteczka taktyczna,F1SAL4HS5CY2U3AL1,inne
34043,34043,Toyota Corolla,92F25R4598ECPED5G,pojazd
34044,34044,Radiostacja nasobna,YV6GFC9RX130U2E5K,srodki_lacznosci
34045,34045,Opel Crossland X,YKNF66J5369YV2WZ2,pojazd
34046,34046,Radiostacja nasobna,BBS51CKC96CWLR3BJ,srodki_lacznosci
34047,34047,Hyundai Tucson,MGPWLD621PJHK2KW1,pojazd
34048,34048,Kia Ceed III,CTWN8WXG733747PBP,pojazd
34049,34049,Radiostacja nasobna,AVVRWMTY25KKA2023,srodki_lacznosci
34050,34050,Volkswagen Crafter,UY0C8ZNR9MR7WHZHK,pojazd
34051,34051,Alkomat AlcoQuant 6020,D6D4KFH59BVAS0ZTZ,inne
34052,34052,Volkswagen Transporter,54KJ7S8Y1TVTZL6SC,pojazd
34053,34053,Volkswagen Transporter,TSE9UMHL4UFU99XJK,pojazd
34054,34054,Skoda Superb,M49LSE990SJEHYGG2,pojazd
34055,34055,Urzadzenie do detekcji narkotykow AlereTM DDS 2,57E81U383MMJ2HZ97,inne
34056,34056,Skoda Superb,VSV05V4N28Y07E97Y,pojazd
34057,34057,Glock 17,DRD26TW5X0AWE6R3H,bron
34058,34058,Walther P99,6SUEPAGM2CP31TEBR,bron
34059,34059,Toyota Corolla,WF9ACSDVX9F6MZJ5N,pojazd
34060,34060,Terminal Bluebird,S2C51K5J9C39MTBWA,srodki_lacznosci
34061,34061,BMW serii 3,YPTSKKYM0RVFGUJFK,pojazd
34062,34062,Tonfa,V2B1GX234CS0A0VD0,bron
34063,34063,HK UMP,S4S5HSPG3NSUF4Z78,bron
