Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
1085,1085,Komisariat 1086,"ulica Osiedlowa 50/74
23-625 Malbork",10
1086,1086,Komisariat 1087,"ulica Kościelna 89/32
40-107 Dębica",8
1087,1087,Komisariat 1088,"plac Skargi 969
98-621 Bielawa",10
1088,1088,Komisariat 1089,"ulica Reymonta 32
80-307 Włocławek",8
1089,1089,Komisariat 1090,"plac Jastrzębia 54/60
80-837 Pszczyna",8
1090,1090,Komisariat 1091,"aleja Wąska 409
86-298 Cieszyn",9
1091,1091,Komisariat 1092,"aleja Skośna 90
63-830 Rzeszów",6
1092,1092,Komisariat 1093,"plac Jaworowa 51
68-835 Gorzów Wielkopolski",10
1093,1093,Komisariat 1094,"ul. Krakowska 069
78-284 Kielce",19
1094,1094,Komisariat 1095,"aleja Lawendowa 873
04-294 Ostrów Wielkopolski",12
1095,1095,Komisariat 1096,"al. Bankowa 988
86-358 Częstochowa",8
1096,1096,Komisariat 1097,"al. Staszica 364
30-654 Ciechanów",11
1097,1097,Komisariat 1098,"al. Krucza 381
21-942 Nowa Ruda",9
1098,1098,Komisariat 1099,"ulica Wojska Polskiego 867
36-041 Reda",5
1099,1099,Komisariat 1100,"pl. Zapolskiej 76/61
16-568 Chorzów",18
1100,1100,Komisariat 1101,"pl. Traugutta 27/16
46-586 Wrocław",11
1101,1101,Komisariat 1102,"aleja Diamentowa 03
10-054 Tarnobrzeg",7
1102,1102,Komisariat 1103,"ulica Błękitna 548
16-518 Mikołów",11
1103,1103,Komisariat 1104,"plac Wiatraczna 95
49-041 Legionowo",12
1104,1104,Komisariat 1105,"plac Konopnickiej 47
47-904 Bydgoszcz",9
1105,1105,Komisariat 1106,"ul. Kolejowa 270
65-321 Częstochowa",9
1106,1106,Komisariat 1107,"plac Łabędzia 43
66-215 Ciechanów",13
1107,1107,Komisariat 1108,"ulica Korczaka 11/67
61-228 Chełm",14
1108,1108,Komisariat 1109,"ulica Leszczynowa 26/78
64-800 Białogard",12
1109,1109,Komisariat 1110,"al. Jana 782
31-859 Ruda Śląska",6
1110,1110,Komisariat 1111,"pl. Jadwigi 507
18-093 Oświęcim",7
1111,1111,Komisariat 1112,"aleja Średnia 61/72
62-296 Grodzisk Mazowiecki",7
1112,1112,Komisariat 1113,"al. Cmentarna 926
48-501 Kalisz",13
1113,1113,Komisariat 1114,"al. Jana 58
35-262 Kalisz",11
1114,1114,Komisariat 1115,"al. Bałtycka 013
26-319 Rzeszów",11
1115,1115,Komisariat 1116,"pl. Powstańców Wielkopolskich 713
38-531 Jawor",7
1116,1116,Komisariat 1117,"ulica Kamienna 796
61-406 Wałcz",6
1117,1117,Komisariat 1118,"ulica Skośna 236
43-573 Lublin",8
1118,1118,Komisariat 1119,"al. Jesienna 89
09-845 Wieluń",12
1119,1119,Komisariat 1120,"al. Strzelecka 28
94-158 Częstochowa",13
1120,1120,Komisariat 1121,"al. Kielecka 706
66-310 Gdańsk",18
1121,1121,Komisariat 1122,"ul. Bolesława Chrobrego 00/60
72-659 Rzeszów",13
1122,1122,Komisariat 1123,"pl. Myśliwska 271
30-732 Płock",15
1123,1123,Komisariat 1124,"pl. Staffa 191
44-539 Zambrów",9
1124,1124,Komisariat 1125,"al. Sowia 35/90
32-358 Sieradz",15
1125,1125,Komisariat 1126,"ulica Niecała 94
54-226 Marki",12
1126,1126,Komisariat 1127,"al. Jadwigi 92/27
54-585 Piła",8
1127,1127,Komisariat 1128,"ulica Kilińskiego 88
67-926 Poznań",13
1128,1128,Komisariat 1129,"al. Wysoka 983
61-120 Zgorzelec",13
1129,1129,Komisariat 1130,"pl. Lazurowa 52/34
28-609 Malbork",11
1130,1130,Komisariat 1131,"ulica Zakątek 826
60-565 Włocławek",14
1131,1131,Komisariat 1132,"pl. Szczęśliwa 60/00
36-312 Nowy Sącz",7
1132,1132,Komisariat 1133,"ulica Miłosza 21/64
20-839 Bielsko-Biała",13
1133,1133,Komisariat 1134,"al. Młyńska 44/20
23-169 Tczew",9
1134,1134,Komisariat 1135,"plac Krzywa 65
09-362 Dębica",9
1135,1135,Komisariat 1136,"aleja Ściegiennego 64/02
39-029 Bytom",7
1136,1136,Komisariat 1137,"ul. Kaliska 25/39
70-513 Ełk",10
1137,1137,Komisariat 1138,"al. Brzechwy 33/01
42-978 Chorzów",9
1138,1138,Komisariat 1139,"ul. Tulipanowa 54
30-261 Żyrardów",7
1139,1139,Komisariat 1140,"plac Grabowa 05
15-015 Legnica",12
1140,1140,Komisariat 1141,"ul. Plater 50
27-078 Starogard Gdański",8
1141,1141,Komisariat 1142,"plac Niecała 53
38-079 Sieradz",9
1142,1142,Komisariat 1143,"pl. Jesienna 674
57-200 Gliwice",7
1143,1143,Komisariat 1144,"al. Kusocińskiego 87/82
10-350 Puławy",10
1144,1144,Komisariat 1145,"al. Kilińskiego 00/11
27-191 Jarosław",10
1145,1145,Komisariat 1146,"plac Maczka 16/72
44-933 Opole",11
1146,1146,Komisariat 1147,"ul. Staffa 28/87
24-932 Piaseczno",5
1147,1147,Komisariat 1148,"ul. Zielona 95/18
01-334 Oława",8
1148,1148,Komisariat 1149,"plac Jana 866
38-378 Kielce",11
1149,1149,Komisariat 1150,"al. Orzeszkowej 62/53
98-016 Sanok",12
1150,1150,Komisariat 1151,"aleja Moniuszki 74
06-127 Starachowice",12
1151,1151,Komisariat 1152,"plac Wrzosowa 781
60-183 Nowy Dwór Mazowiecki",4
1152,1152,Komisariat 1153,"pl. Orzeszkowej 01/63
85-549 Zgierz",4
1153,1153,Komisariat 1154,"ulica Wczasowa 69
47-946 Zielona Góra",11
1154,1154,Komisariat 1155,"pl. Chełmońskiego 56
71-458 Swarzędz",7
1155,1155,Komisariat 1156,"aleja Krańcowa 80/15
01-637 Mińsk Mazowiecki",12
1156,1156,Komisariat 1157,"aleja Kaszubska 96
80-216 Słupsk",9
1157,1157,Komisariat 1158,"plac Zwycięstwa 71/87
48-812 Pruszcz Gdański",10
1158,1158,Komisariat 1159,"ul. Dobra 959
47-767 Opole",11
1159,1159,Komisariat 1160,"ul. Rejtana 86/13
97-529 Wodzisław Śląski",12
1160,1160,Komisariat 1161,"aleja Towarowa 779
56-034 Oława",11
1161,1161,Komisariat 1162,"ulica Sawickiej 15/22
02-540 Lubartów",8
1162,1162,Komisariat 1163,"pl. Miłosza 71
28-916 Biała Podlaska",10
1163,1163,Komisariat 1164,"al. Świerczewskiego 63/09
39-997 Cieszyn",9
1164,1164,Komisariat 1165,"ulica Warszawska 488
58-137 Skawina",11
1165,1165,Komisariat 1166,"ulica Żwirowa 49/77
11-196 Lębork",10
1166,1166,Komisariat 1167,"ulica Turystyczna 713
15-221 Zabrze",7
1167,1167,Komisariat 1168,"plac Jeziorna 14
98-814 Pruszcz Gdański",16
1168,1168,Komisariat 1169,"pl. Leśna 14
62-191 Gdynia",7
1169,1169,Komisariat 1170,"pl. Srebrna 29
77-491 Reda",16
1170,1170,Komisariat 1171,"al. Wyzwolenia 66
18-610 Bytom",8
1171,1171,Komisariat 1172,"ul. Zaułek 91/30
34-367 Częstochowa",10
1172,1172,Komisariat 1173,"ulica Pułaskiego 07/78
92-656 Malbork",12
1173,1173,Komisariat 1174,"ulica Armii Krajowej 94/15
12-499 Knurów",7
1174,1174,Komisariat 1175,"aleja Zielna 27/04
95-995 Nowy Sącz",12
1175,1175,Komisariat 1176,"ul. Wspólna 778
12-152 Jarosław",10
1176,1176,Komisariat 1177,"pl. Bukowa 857
90-102 Konin",11
1177,1177,Komisariat 1178,"plac Poznańska 13/33
67-047 Toruń",10
1178,1178,Komisariat 1179,"al. Zaciszna 28/07
40-345 Sanok",8
1179,1179,Komisariat 1180,"al. Poniatowskiego 50
60-863 Sosnowiec",12
1180,1180,Komisariat 1181,"ul. Kruczkowskiego 60/35
98-820 Jastrzębie-Zdrój",14
1181,1181,Komisariat 1182,"pl. Waryńskiego 02/95
48-088 Wodzisław Śląski",7
1182,1182,Komisariat 1183,"pl. Widok 36
26-938 Nowy Dwór Mazowiecki",7
1183,1183,Komisariat 1184,"ul. Bema 27/81
54-725 Mińsk Mazowiecki",13
1184,1184,Komisariat 1185,"ul. Wiślana 039
97-308 Dąbrowa Górnicza",11
1185,1185,Komisariat 1186,"ul. Andersa 55/92
91-531 Turek",8
1186,1186,Komisariat 1187,"al. Kazimierza Wielkiego 85
66-019 Polkowice",16
1187,1187,Komisariat 1188,"aleja Malczewskiego 60/41
15-153 Siemianowice Śląskie",16
1188,1188,Komisariat 1189,"aleja Górska 731
57-809 Płock",9
1189,1189,Komisariat 1190,"aleja Sokola 48/94
66-250 Augustów",10
1190,1190,Komisariat 1191,"ul. Stefana Batorego 823
99-568 Łomża",6
1191,1191,Komisariat 1192,"pl. Żurawia 896
47-115 Siedlce",11
1192,1192,Komisariat 1193,"plac Niecała 55
62-158 Luboń",14
1193,1193,Komisariat 1194,"ul. Wyspiańskiego 907
50-134 Sosnowiec",5
1194,1194,Komisariat 1195,"ulica Spacerowa 56
95-131 Olsztyn",12
1195,1195,Komisariat 1196,"pl. Turystyczna 264
08-339 Środa Wielkopolska",16
1196,1196,Komisariat 1197,"al. Daleka 36
85-902 Gniezno",9
1197,1197,Komisariat 1198,"aleja Łabędzia 66/76
56-943 Lubin",12
1198,1198,Komisariat 1199,"al. Średnia 737
78-434 Myszków",7
1199,1199,Komisariat 1200,"plac Leśna 90/13
42-991 Pruszków",6
1200,1200,Komisariat 1201,"ul. Chmielna 377
51-947 Leszno",13
1201,1201,Komisariat 1202,"aleja Władysława Jagiełły 18/29
62-608 Kędzierzyn-Koźle",14
1202,1202,Komisariat 1203,"al. Wysoka 393
09-329 Kluczbork",10
1203,1203,Komisariat 1204,"pl. Szpitalna 61/59
57-714 Tarnowskie Góry",5
1204,1204,Komisariat 1205,"ul. Waryńskiego 233
84-731 Nowy Dwór Mazowiecki",9
1205,1205,Komisariat 1206,"al. Moniuszki 95/62
80-430 Sandomierz",15
1206,1206,Komisariat 1207,"plac Baczynskiego 006
29-434 Ciechanów",8
1207,1207,Komisariat 1208,"ul. Stefana Batorego 97
03-182 Katowice",13
1208,1208,Komisariat 1209,"ul. Sarnia 99
23-571 Jastrzębie-Zdrój",11
1209,1209,Komisariat 1210,"ulica Konwaliowa 60/95
52-821 Gdynia",8
1210,1210,Komisariat 1211,"plac Kazimierza Wielkiego 86
51-051 Legionowo",9
1211,1211,Komisariat 1212,"aleja Jana 42/95
79-883 Kluczbork",12
1212,1212,Komisariat 1213,"ul. Cedrowa 82/72
36-625 Kluczbork",5
1213,1213,Komisariat 1214,"ul. Kosynierów 94
43-213 Ruda Śląska",8
1214,1214,Komisariat 1215,"ul. Grabowa 24
62-254 Kołobrzeg",8
1215,1215,Komisariat 1216,"ulica Willowa 81
75-066 Świebodzice",12
1216,1216,Komisariat 1217,"al. Składowa 065
18-241 Opole",21
1217,1217,Komisariat 1218,"pl. Kalinowa 66/28
53-059 Szczytno",11
1218,1218,Komisariat 1219,"ul. Jastrzębia 60
14-511 Zambrów",9
1219,1219,Komisariat 1220,"ul. Morelowa 88/70
15-106 Czeladź",13
1220,1220,Komisariat 1221,"plac Piłsudskiego 52/77
78-786 Szczecin",9
1221,1221,Komisariat 1222,"al. Krokusowa 46/58
36-558 Bydgoszcz",13
1222,1222,Komisariat 1223,"ul. Toruńska 01
73-586 Zawiercie",7
1223,1223,Komisariat 1224,"pl. Ciasna 81
95-998 Kraków",9
1224,1224,Komisariat 1225,"al. Konarskiego 524
36-987 Łaziska Górne",8
1225,1225,Komisariat 1226,"pl. Rolna 56
59-470 Koszalin",10
1226,1226,Komisariat 1227,"plac Zielna 04
45-759 Olkusz",15
1227,1227,Komisariat 1228,"plac Pałacowa 97/61
25-093 Łomża",14
1228,1228,Komisariat 1229,"pl. Zaciszna 68
69-385 Piła",12
1229,1229,Komisariat 1230,"al. Sadowa 033
75-341 Świętochłowice",10
1230,1230,Komisariat 1231,"pl. Tulipanowa 48/38
01-851 Inowrocław",9
1231,1231,Komisariat 1232,"pl. Długosza 39
32-237 Środa Wielkopolska",10
1232,1232,Komisariat 1233,"ulica Malczewskiego 03
39-351 Wodzisław Śląski",10
1233,1233,Komisariat 1234,"al. Szczęśliwa 77
10-843 Skawina",6
1234,1234,Komisariat 1235,"aleja Maja 29/09
98-634 Luboń",6
1235,1235,Komisariat 1236,"pl. Szmaragdowa 06/65
25-534 Rybnik",4
1236,1236,Komisariat 1237,"ulica Jesienna 25/85
88-463 Jasło",11
1237,1237,Komisariat 1238,"aleja Pogodna 22/26
98-899 Warszawa",12
1238,1238,Komisariat 1239,"ul. Nałkowskiej 910
74-660 Gorlice",11
1239,1239,Komisariat 1240,"al. Władysława Łokietka 80
45-248 Zabrze",7
1240,1240,Komisariat 1241,"plac Kolejowa 896
83-028 Police",9
1241,1241,Komisariat 1242,"al. Strzelecka 67
35-723 Grodzisk Mazowiecki",5
1242,1242,Komisariat 1243,"aleja Piłsudskiego 721
63-053 Gorzów Wielkopolski",6
1243,1243,Komisariat 1244,"ul. Żytnia 689
91-823 Płock",9
1244,1244,Komisariat 1245,"ul. Wiejska 54/73
73-095 Zakopane",8
1245,1245,Komisariat 1246,"al. Powstańców 04/12
99-838 Pruszków",12
1246,1246,Komisariat 1247,"ulica Zdrojowa 267
17-100 Oleśnica",5
1247,1247,Komisariat 1248,"ulica Sportowa 084
65-085 Gliwice",9
1248,1248,Komisariat 1249,"ul. Zachodnia 405
10-050 Ełk",10
1249,1249,Komisariat 1250,"ulica Pałacowa 55/17
85-898 Łowicz",11
1250,1250,Komisariat 1251,"ul. Zaułek 03/46
45-408 Zgorzelec",8
1251,1251,Komisariat 1252,"al. Szymanowskiego 72
81-364 Grudziądz",12
1252,1252,Komisariat 1253,"pl. Witosa 24/79
29-811 Łódź",7
1253,1253,Komisariat 1254,"aleja Wyspiańskiego 34
15-014 Chorzów",11
1254,1254,Komisariat 1255,"ul. Jarzębinowa 92
17-726 Knurów",9
1255,1255,Komisariat 1256,"plac Graniczna 44/95
96-479 Oleśnica",14
1256,1256,Komisariat 1257,"ul. Częstochowska 036
93-641 Wyszków",7
1257,1257,Komisariat 1258,"plac Strumykowa 27
88-276 Gniezno",7
1258,1258,Komisariat 1259,"aleja Plater 555
11-088 Czeladź",9
1259,1259,Komisariat 1260,"pl. Plater 89/30
61-588 Wyszków",16
1260,1260,Komisariat 1261,"al. Starowiejska 896
93-337 Radom",5
1261,1261,Komisariat 1262,"aleja Maczka 82/96
06-047 Środa Wielkopolska",17
1262,1262,Komisariat 1263,"ulica Górnicza 34
57-130 Wągrowiec",7
1263,1263,Komisariat 1264,"pl. Rzeczna 61/67
78-718 Jastrzębie-Zdrój",5
1264,1264,Komisariat 1265,"al. Towarowa 929
54-632 Świebodzice",12
1265,1265,Komisariat 1266,"plac Szarych Szeregów 84
81-479 Luboń",11
1266,1266,Komisariat 1267,"aleja Dolna 65/40
14-231 Będzin",9
1267,1267,Komisariat 1268,"ul. Grzybowa 650
30-422 Zakopane",7
1268,1268,Komisariat 1269,"ulica Okrężna 48/01
59-074 Marki",16
1269,1269,Komisariat 1270,"ulica Prosta 58
37-772 Cieszyn",8
1270,1270,Komisariat 1271,"al. Czereśniowa 097
91-192 Stalowa Wola",8
1271,1271,Komisariat 1272,"pl. Jabłoniowa 81/95
84-590 Świebodzice",13
1272,1272,Komisariat 1273,"plac Odrzańska 39/92
11-203 Żary",13
1273,1273,Komisariat 1274,"al. Makowa 053
62-915 Łuków",12
1274,1274,Komisariat 1275,"ul. Pszenna 19/96
48-822 Swarzędz",7
1275,1275,Komisariat 1276,"aleja Leśna 65/42
60-920 Pszczyna",12
1276,1276,Komisariat 1277,"ul. Przechodnia 92
45-727 Świnoujście",10
1277,1277,Komisariat 1278,"pl. Jesionowa 67
90-375 Grudziądz",10
1278,1278,Komisariat 1279,"plac Jabłoniowa 586
62-716 Ostrołęka",14
1279,1279,Komisariat 1280,"plac Tulipanowa 10/45
88-095 Biała Podlaska",17
1280,1280,Komisariat 1281,"ulica Klonowa 39/08
60-696 Chorzów",12
1281,1281,Komisariat 1282,"al. Brzechwy 108
82-763 Oświęcim",9
1282,1282,Komisariat 1283,"ulica Zaułek 55
64-691 Świebodzice",9
1283,1283,Komisariat 1284,"ul. Wolności 430
36-316 Jawor",10
1284,1284,Komisariat 1285,"plac Kaszubska 70/26
93-444 Wrocław",8
1285,1285,Komisariat 1286,"ul. Boczna 50/88
93-384 Olkusz",13
1286,1286,Komisariat 1287,"pl. Źródlana 07
74-116 Kalisz",13
1287,1287,Komisariat 1288,"ulica Ogrodowa 38
32-556 Jasło",18
1288,1288,Komisariat 1289,"al. Zielona 72
11-296 Skawina",8
1289,1289,Komisariat 1290,"pl. Skłodowskiej-Curie 84/91
40-377 Tomaszów Mazowiecki",9
1290,1290,Komisariat 1291,"plac Wrocławska 64
99-873 Bielsko-Biała",6
1291,1291,Komisariat 1292,"al. Targowa 80/75
03-948 Ostróda",11
1292,1292,Komisariat 1293,"plac Wrzosowa 339
46-531 Żary",11
1293,1293,Komisariat 1294,"plac Kochanowskiego 83
81-572 Otwock",12
1294,1294,Komisariat 1295,"plac Grzybowa 61/67
85-971 Nowa Ruda",8
1295,1295,Komisariat 1296,"ul. Agrestowa 052
05-911 Bochnia",16
1296,1296,Komisariat 1297,"ul. Skośna 144
90-635 Piła",13
1297,1297,Komisariat 1298,"aleja Jana III Sobieskiego 097
84-048 Sochaczew",12
1298,1298,Komisariat 1299,"pl. Podmiejska 98/63
30-507 Jastrzębie-Zdrój",9
1299,1299,Komisariat 1300,"plac Urocza 913
59-746 Ostrów Mazowiecka",11
1300,1300,Komisariat 1301,"plac Południowa 55
70-248 Kalisz",9
1301,1301,Komisariat 1302,"aleja Grunwaldzka 341
90-730 Żywiec",7
1302,1302,Komisariat 1303,"plac Targowa 264
69-749 Opole",12
1303,1303,Komisariat 1304,"al. Chełmońskiego 11/24
43-036 Rybnik",6
1304,1304,Komisariat 1305,"pl. Zaciszna 50/55
94-867 Katowice",11
1305,1305,Komisariat 1306,"pl. Swierkowa 501
94-102 Poznań",13
1306,1306,Komisariat 1307,"plac Wałowa 78/20
54-410 Łomża",5
1307,1307,Komisariat 1308,"al. Narcyzowa 60/94
70-006 Bielawa",8
1308,1308,Komisariat 1309,"al. Konopnickiej 82/15
46-660 Malbork",17
1309,1309,Komisariat 1310,"ul. Kamienna 438
17-380 Ostrowiec Świętokrzyski",6
1310,1310,Komisariat 1311,"al. Sosnowa 686
46-790 Lublin",13
1311,1311,Komisariat 1312,"aleja Traugutta 74/93
91-936 Piaseczno",14
1312,1312,Komisariat 1313,"ulica Długa 77
24-320 Tarnowskie Góry",6
1313,1313,Komisariat 1314,"al. Koralowa 43/96
22-002 Reda",4
1314,1314,Komisariat 1315,"ulica Liliowa 669
74-541 Oława",11
1315,1315,Komisariat 1316,"ulica Urocza 687
78-521 Lębork",11
1316,1316,Komisariat 1317,"pl. Ogrodowa 20/94
79-864 Czechowice-Dziedzice",8
1317,1317,Komisariat 1318,"aleja Wierzbowa 21
88-857 Krotoszyn",9
1318,1318,Komisariat 1319,"pl. Tęczowa 23
16-507 Swarzędz",10
1319,1319,Komisariat 1320,"al. Wilcza 38
63-209 Bielawa",8
1320,1320,Komisariat 1321,"pl. Wieniawskiego 82/14
25-998 Żary",8
1321,1321,Komisariat 1322,"ul. Kamienna 31/15
62-929 Tarnów",11
1322,1322,Komisariat 1323,"pl. Warszawska 73
28-213 Skarżysko-Kamienna",7
1323,1323,Komisariat 1324,"aleja Piastowska 44/10
16-184 Brodnica",10
1324,1324,Komisariat 1325,"ulica Orkana 61/79
19-131 Ostrołęka",7
1325,1325,Komisariat 1326,"aleja Klasztorna 783
70-719 Wieluń",10
1326,1326,Komisariat 1327,"ul. Łąkowa 95
97-127 Ełk",14
1327,1327,Komisariat 1328,"al. Wypoczynkowa 15/10
12-128 Żory",11
1328,1328,Komisariat 1329,"pl. Dobra 44/44
86-185 Tomaszów Mazowiecki",9
1329,1329,Komisariat 1330,"ul. Mieszka I 72/80
86-602 Bolesławiec",20
1330,1330,Komisariat 1331,"ulica Górska 417
93-780 Koszalin",14
1331,1331,Komisariat 1332,"ulica Kruczkowskiego 77
97-258 Wejherowo",8
1332,1332,Komisariat 1333,"ulica Bałtycka 71
80-547 Ostrołęka",11
1333,1333,Komisariat 1334,"ulica Szafirowa 054
67-700 Lubartów",10
1334,1334,Komisariat 1335,"al. Orzechowa 734
84-125 Zabrze",15
1335,1335,Komisariat 1336,"aleja Jaskółcza 00
80-491 Sopot",3
1336,1336,Komisariat 1337,"ul. Magnoliowa 63/81
37-831 Częstochowa",7
1337,1337,Komisariat 1338,"al. Letniskowa 98
41-841 Cieszyn",13
1338,1338,Komisariat 1339,"al. Górnicza 47
74-804 Mikołów",9
1339,1339,Komisariat 1340,"pl. Pogodna 920
36-767 Tarnobrzeg",13
1340,1340,Komisariat 1341,"ul. Tuwima 04
35-497 Tarnobrzeg",9
1341,1341,Komisariat 1342,"al. Sosnowa 95/58
30-132 Giżycko",9
1342,1342,Komisariat 1343,"pl. Bociania 19
07-102 Kalisz",5
1343,1343,Komisariat 1344,"ul. Jesionowa 703
25-556 Zgorzelec",5
1344,1344,Komisariat 1345,"ul. Złota 05
16-276 Zamość",18
1345,1345,Komisariat 1346,"ul. Parkowa 63
45-031 Wodzisław Śląski",6
1346,1346,Komisariat 1347,"pl. Narcyzowa 032
97-888 Chorzów",15
1347,1347,Komisariat 1348,"aleja Rzemieślnicza 38
42-428 Gdynia",6
1348,1348,Komisariat 1349,"plac Jana III Sobieskiego 93/99
15-984 Lublin",5
1349,1349,Komisariat 1350,"ul. Leśna 86/69
88-115 Nysa",8
1350,1350,Komisariat 1351,"plac Zdrojowa 69
83-801 Ostrołęka",15
1351,1351,Komisariat 1352,"ul. Kazimierza Wielkiego 68/51
17-548 Pabianice",9
1352,1352,Komisariat 1353,"plac Jana 30/97
63-913 Ostrołęka",9
1353,1353,Komisariat 1354,"al. Piaskowa 74/12
95-906 Oława",11
1354,1354,Komisariat 1355,"ul. Majowa 17
52-222 Zakopane",12
1355,1355,Komisariat 1356,"plac Rózana 89
59-577 Kluczbork",6
1356,1356,Komisariat 1357,"al. Klonowa 03/93
88-739 Wałcz",10
1357,1357,Komisariat 1358,"ul. Jeżynowa 924
02-292 Żyrardów",9
1358,1358,Komisariat 1359,"al. Bałtycka 563
97-743 Malbork",10
1359,1359,Komisariat 1360,"ulica Południowa 70/73
65-344 Wieluń",11
1360,1360,Komisariat 1361,"aleja Szarych Szeregów 45
38-167 Sochaczew",12
1361,1361,Komisariat 1362,"aleja Dolna 04
59-002 Włocławek",16
1362,1362,Komisariat 1363,"aleja Wiatraczna 67/24
91-928 Wałbrzych",10
1363,1363,Komisariat 1364,"ul. Niepodległości 36
17-648 Stalowa Wola",10
1364,1364,Komisariat 1365,"plac Wiśniowa 66
93-674 Żory",7
1365,1365,Komisariat 1366,"plac Chełmońskiego 62/15
02-573 Ostrów Mazowiecka",11
1366,1366,Komisariat 1367,"ul. Szczęśliwa 06
24-570 Września",8
1367,1367,Komisariat 1368,"aleja Staszica 43
72-473 Brodnica",13
1368,1368,Komisariat 1369,"al. Narutowicza 01/48
42-047 Siemianowice Śląskie",3
1369,1369,Komisariat 1370,"ul. Staffa 735
83-287 Kołobrzeg",10
1370,1370,Komisariat 1371,"ul. Browarna 00/36
47-803 Nysa",11
1371,1371,Komisariat 1372,"al. Sosnowa 187
06-775 Radomsko",8
1372,1372,Komisariat 1373,"plac Mazurska 58
21-980 Leszno",7
1373,1373,Komisariat 1374,"aleja Waryńskiego 49/15
40-035 Jawor",7
1374,1374,Komisariat 1375,"aleja Widok 26/00
68-517 Kędzierzyn-Koźle",11
1375,1375,Komisariat 1376,"plac Traugutta 448
01-339 Opole",16
1376,1376,Komisariat 1377,"pl. Rajska 62
05-463 Giżycko",9
1377,1377,Komisariat 1378,"ul. Klonowa 60
01-420 Czechowice-Dziedzice",9
1378,1378,Komisariat 1379,"ulica Diamentowa 001
85-262 Świnoujście",6
1379,1379,Komisariat 1380,"ulica Wiejska 785
23-313 Kędzierzyn-Koźle",9
1380,1380,Komisariat 1381,"al. Grottgera 48/13
25-258 Bochnia",7
1381,1381,Komisariat 1382,"ul. Wodna 25
29-866 Bełchatów",9
1382,1382,Komisariat 1383,"ulica Rajska 857
46-431 Zielona Góra",8
1383,1383,Komisariat 1384,"ulica Królewska 34
29-613 Zgierz",9
1384,1384,Komisariat 1385,"pl. Letniskowa 07/24
87-186 Wrocław",10
1385,1385,Komisariat 1386,"plac Lelewela 805
97-017 Olsztyn",9
1386,1386,Komisariat 1387,"ul. Wyzwolenia 57/39
62-483 Tarnowskie Góry",7
1387,1387,Komisariat 1388,"al. Wrzosowa 93/12
64-672 Mikołów",9
1388,1388,Komisariat 1389,"ul. Kopernika 77
19-198 Mysłowice",11
1389,1389,Komisariat 1390,"ul. Hutnicza 21/14
27-627 Łowicz",8
1390,1390,Komisariat 1391,"al. Okulickiego 87
64-869 Zgierz",3
1391,1391,Komisariat 1392,"plac Sikorskiego 16/98
27-661 Skawina",9
1392,1392,Komisariat 1393,"pl. Widok 871
82-213 Ciechanów",10
1393,1393,Komisariat 1394,"al. Śląska 24
61-974 Zawiercie",7
1394,1394,Komisariat 1395,"plac Borówkowa 522
11-477 Mysłowice",8
1395,1395,Komisariat 1396,"al. Sawickiej 32
20-623 Świecie",17
1396,1396,Komisariat 1397,"al. Paderewskiego 79/38
97-957 Ostrołęka",14
1397,1397,Komisariat 1398,"al. Sadowa 66/97
68-936 Nowy Dwór Mazowiecki",11
1398,1398,Komisariat 1399,"pl. Wiatraczna 82/41
96-266 Grodzisk Mazowiecki",13
1399,1399,Komisariat 1400,"al. Stefana Batorego 148
32-988 Marki",9
1400,1400,Komisariat 1401,"aleja Słowianska 763
64-679 Tczew",4
1401,1401,Komisariat 1402,"plac Daszyńskiego 338
75-520 Bielawa",7
1402,1402,Komisariat 1403,"plac Szczęśliwa 32
02-939 Koszalin",11
1403,1403,Komisariat 1404,"pl. Bydgoska 11/35
53-113 Świdnica",9
1404,1404,Komisariat 1405,"pl. Modrzewiowa 14
78-531 Pabianice",11
1405,1405,Komisariat 1406,"ulica Okulickiego 725
27-841 Bartoszyce",7
1406,1406,Komisariat 1407,"al. Kopernika 99
35-370 Dębica",9
1407,1407,Komisariat 1408,"al. Stycznia 21
74-798 Łomża",6
1408,1408,Komisariat 1409,"aleja Mickiewicza 44/12
90-324 Pruszcz Gdański",17
1409,1409,Komisariat 1410,"al. Wojciecha 47
03-474 Myszków",10
1410,1410,Komisariat 1411,"al. Nałkowskiej 274
67-802 Police",11
1411,1411,Komisariat 1412,"pl. Lotnicza 457
66-782 Płońsk",8
1412,1412,Komisariat 1413,"ulica Klonowa 86/85
24-322 Cieszyn",13
1413,1413,Komisariat 1414,"plac Sadowa 89/12
14-257 Łódź",8
1414,1414,Komisariat 1415,"al. Wojciecha 679
68-222 Świdnik",10
1415,1415,Komisariat 1416,"ulica Skośna 68
66-399 Świdnica",15
1416,1416,Komisariat 1417,"ulica Asnyka 722
54-892 Bielawa",5
1417,1417,Komisariat 1418,"ulica Lipca 39
32-997 Nowa Ruda",11
1418,1418,Komisariat 1419,"aleja Zachodnia 18
29-467 Bolesławiec",7
1419,1419,Komisariat 1420,"plac Polna 32/66
38-705 Wołomin",8
1420,1420,Komisariat 1421,"ul. Swierkowa 75/40
65-754 Ostrów Wielkopolski",12
1421,1421,Komisariat 1422,"al. Długosza 72/30
23-023 Słupsk",11
1422,1422,Komisariat 1423,"aleja Skrajna 63/06
27-410 Świebodzice",7
