Unnamed: 0,ID_interwencji,ID_wyposazenia
18623,6157,1107
18624,6157,20146
18625,6157,1177
18626,6157,18203
18627,6157,195
18628,6158,7592
18629,6158,18631
18630,6158,21219
18631,6158,20449
18632,6158,24187
18633,6159,27810
18634,6159,1867
18635,6159,12894
18636,6160,11221
18637,6160,26593
18638,6160,9303
18639,6161,673
18640,6162,16398
18641,6162,29055
18642,6162,11005
18643,6162,15900
18644,6162,23230
18645,6163,11177
18646,6164,17173
18647,6164,7455
18648,6164,25371
18649,6165,14487
18650,6165,11548
18651,6165,28892
18652,6165,6971
18653,6166,22949
18654,6166,12561
18655,6166,10496
18656,6166,29666
18657,6167,10832
18658,6167,4501
18659,6167,478
18660,6167,20415
18661,6168,22382
18662,6169,15885
18663,6169,26647
18664,6169,541
18665,6170,24532
18666,6170,12051
18667,6170,27105
18668,6170,29231
18669,6171,395
18670,6172,13136
18671,6172,12032
18672,6172,1112
18673,6172,18726
18674,6172,29559
18675,6173,10074
18676,6173,8223
18677,6173,9330
18678,6174,5970
18679,6174,6554
18680,6174,12834
18681,6175,25211
18682,6175,21408
18683,6176,13398
18684,6176,15551
18685,6176,29344
18686,6177,26632
18687,6177,21978
18688,6178,15080
18689,6178,23820
18690,6179,13087
18691,6179,24295
18692,6179,23650
18693,6180,9456
18694,6180,26569
18695,6180,25359
18696,6180,26580
18697,6180,5290
18698,6181,18756
18699,6181,2649
18700,6181,28195
18701,6181,27622
18702,6181,29163
18703,6182,19543
18704,6182,18603
18705,6183,25357
18706,6183,1737
18707,6183,25372
18708,6183,7279
18709,6184,10025
18710,6184,11479
18711,6184,22538
18712,6184,16955
18713,6185,2260
18714,6185,3734
18715,6185,22954
18716,6186,15208
18717,6187,22018
18718,6187,10029
18719,6187,12093
18720,6187,29950
18721,6187,15782
18722,6188,10184
18723,6188,9018
18724,6189,13775
18725,6189,25653
18726,6189,27649
18727,6189,11964
18728,6190,29908
18729,6191,15820
18730,6192,3975
18731,6192,1061
18732,6193,16383
18733,6193,4924
18734,6194,19926
18735,6195,2465
18736,6196,21048
18737,6196,21250
18738,6196,5847
18739,6197,9302
18740,6198,27717
18741,6198,12536
18742,6198,25230
18743,6198,4629
18744,6198,3150
18745,6199,29710
18746,6199,18736
18747,6199,4331
18748,6199,24267
18749,6199,6597
18750,6200,27946
18751,6200,17891
18752,6200,2829
18753,6200,17463
18754,6201,18905
18755,6201,4799
18756,6202,3523
18757,6202,10005
18758,6202,24111
18759,6202,3708
18760,6203,16832
18761,6204,10110
18762,6204,1612
18763,6205,10560
18764,6205,22187
18765,6205,25389
18766,6205,2879
18767,6205,13388
18768,6206,738
18769,6206,6463
18770,6206,25111
18771,6206,24786
18772,6206,23854
18773,6207,29272
18774,6208,27147
18775,6208,7661
18776,6208,15645
18777,6208,587
18778,6209,14265
18779,6209,4986
18780,6209,22494
18781,6210,8915
18782,6211,24984
18783,6211,16907
18784,6212,12318
18785,6212,5931
18786,6212,13357
18787,6212,20837
18788,6213,16111
18789,6214,1571
18790,6214,18922
18791,6215,27647
18792,6215,15823
18793,6215,309
18794,6215,12113
18795,6216,1909
18796,6216,1068
18797,6216,9153
18798,6216,10318
18799,6217,7638
18800,6217,12924
18801,6217,5203
18802,6217,11007
18803,6217,24091
18804,6218,2597
18805,6218,1678
18806,6218,29407
18807,6218,25409
18808,6219,7392
18809,6219,29854
18810,6220,16244
18811,6221,18735
18812,6221,15404
18813,6221,29352
18814,6221,20280
18815,6221,24296
18816,6222,14813
18817,6222,16178
18818,6223,2471
18819,6223,3291
18820,6224,22131
18821,6224,27872
18822,6224,21034
18823,6225,9239
18824,6225,19127
18825,6225,11534
18826,6225,6649
18827,6225,20804
18828,6226,6793
18829,6226,14162
18830,6226,4317
18831,6227,21441
18832,6228,13378
18833,6228,9581
18834,6228,11411
18835,6229,6499
18836,6230,1854
18837,6230,16684
18838,6230,29064
18839,6231,27570
18840,6231,3117
18841,6232,11214
18842,6232,13089
18843,6232,22377
18844,6233,9846
18845,6234,28745
18846,6235,10953
18847,6235,8695
18848,6236,26825
18849,6237,18953
18850,6238,16768
18851,6238,14181
18852,6238,10746
18853,6238,15722
18854,6239,4304
18855,6240,2115
18856,6240,601
18857,6241,16259
18858,6241,15068
18859,6241,18839
18860,6242,5346
18861,6242,27645
18862,6242,27857
18863,6242,4955
18864,6243,27578
18865,6243,26930
18866,6243,23262
18867,6243,16162
18868,6243,18461
18869,6244,28888
18870,6244,19897
18871,6244,28037
18872,6244,588
18873,6245,9777
18874,6245,12840
18875,6245,27728
18876,6245,1593
18877,6246,20311
18878,6247,25451
18879,6247,1596
18880,6247,27381
18881,6247,24037
18882,6248,18807
18883,6248,19108
18884,6248,13302
18885,6249,20596
18886,6249,12902
18887,6249,16427
18888,6249,10227
18889,6250,23734
18890,6250,29166
18891,6250,1972
18892,6250,14864
18893,6251,17630
18894,6252,14575
18895,6252,27197
18896,6252,1714
18897,6252,3984
18898,6253,4917
18899,6253,367
18900,6253,14261
18901,6253,22226
18902,6254,19156
18903,6255,1488
18904,6255,24396
18905,6255,22519
18906,6255,14514
18907,6255,20901
18908,6256,27283
18909,6256,2090
18910,6256,12865
18911,6256,28447
18912,6257,12171
18913,6257,17454
18914,6257,29703
18915,6257,28441
18916,6257,10038
18917,6258,16911
18918,6258,6683
18919,6258,27435
18920,6258,14476
18921,6259,20200
18922,6260,17388
18923,6260,21777
18924,6260,19278
18925,6260,14479
18926,6261,4075
18927,6261,3696
18928,6261,5559
18929,6261,16730
18930,6261,14635
18931,6262,9124
18932,6262,23591
18933,6262,3289
18934,6262,6073
18935,6262,24563
18936,6263,23288
18937,6263,29271
18938,6263,21321
18939,6263,26590
18940,6263,794
18941,6264,27032
18942,6264,29976
18943,6264,7219
18944,6265,22332
18945,6266,23522
18946,6266,28693
18947,6266,822
18948,6267,18687
18949,6267,6717
18950,6267,148
18951,6268,1450
18952,6268,9162
18953,6268,17420
18954,6268,11520
18955,6269,5915
18956,6269,19040
18957,6269,12931
18958,6270,6476
18959,6270,1801
18960,6271,8513
18961,6272,15645
18962,6272,9537
18963,6272,4382
18964,6272,4599
18965,6273,12149
18966,6273,29035
18967,6273,7359
18968,6273,17195
18969,6273,14599
18970,6274,977
18971,6274,6368
18972,6274,14667
18973,6274,29518
18974,6275,4369
18975,6275,17172
18976,6276,13256
18977,6276,17786
18978,6276,10942
18979,6276,21931
18980,6276,25567
18981,6277,10392
18982,6277,3011
18983,6277,5365
18984,6278,11125
18985,6278,10198
18986,6278,686
18987,6278,2315
18988,6278,21177
18989,6279,12146
18990,6279,25943
18991,6280,8265
18992,6280,16976
18993,6280,2122
18994,6280,23714
18995,6280,24904
18996,6281,14341
18997,6282,19245
18998,6282,24680
18999,6282,2029
19000,6282,17144
19001,6282,25783
19002,6283,26
19003,6283,1737
19004,6283,14211
19005,6283,15823
19006,6283,28856
19007,6284,27771
19008,6284,12971
19009,6284,15126
19010,6284,19558
19011,6284,9100
19012,6285,23852
19013,6285,19247
19014,6285,27548
19015,6285,8401
19016,6286,14614
19017,6287,20349
19018,6287,15354
19019,6287,29561
19020,6287,11568
19021,6287,10204
19022,6288,26240
19023,6288,9752
19024,6289,15599
19025,6289,3956
19026,6289,21695
19027,6289,7672
19028,6289,22893
19029,6290,11414
19030,6290,11434
19031,6290,12327
19032,6290,11805
19033,6290,18811
19034,6291,23190
19035,6292,18883
19036,6292,28727
19037,6292,15152
19038,6292,8603
19039,6292,5268
19040,6293,23611
19041,6294,5644
19042,6295,6759
19043,6296,18336
19044,6296,25344
19045,6296,1639
19046,6297,24840
19047,6297,4690
19048,6297,4346
19049,6297,4365
19050,6298,7950
19051,6298,10761
19052,6298,18217
19053,6298,2256
19054,6298,13854
19055,6299,2534
19056,6299,28791
19057,6299,24489
19058,6299,3148
19059,6299,23505
19060,6300,26567
19061,6301,26841
19062,6301,13154
19063,6302,13795
19064,6302,11811
19065,6303,44
19066,6304,319
19067,6304,14580
19068,6304,78
19069,6304,18921
19070,6305,9395
19071,6305,22817
19072,6306,8120
19073,6306,26803
19074,6306,22160
19075,6306,1453
19076,6306,14624
19077,6307,3602
19078,6307,20348
19079,6307,2448
19080,6308,9147
19081,6308,5834
19082,6308,19803
19083,6309,4858
19084,6309,9902
19085,6309,9592
19086,6309,17682
19087,6310,11982
19088,6310,2028
19089,6311,7892
19090,6311,22976
19091,6311,12062
19092,6311,24120
19093,6311,19212
19094,6312,23414
19095,6312,21272
19096,6313,23919
19097,6314,14830
19098,6315,5761
19099,6316,27571
19100,6316,29994
19101,6316,16398
19102,6317,835
19103,6317,27593
19104,6317,29144
19105,6318,568
19106,6318,27655
19107,6318,25456
19108,6319,26189
19109,6319,1231
19110,6319,5184
19111,6319,14778
19112,6320,15440
19113,6320,27835
19114,6320,6091
19115,6320,7884
19116,6321,8485
19117,6322,23383
19118,6323,894
19119,6324,18731
19120,6324,763
19121,6325,3652
19122,6326,27038
19123,6326,8799
19124,6326,8083
19125,6326,22117
19126,6326,11404
19127,6327,858
19128,6327,9346
19129,6327,19960
19130,6327,23947
19131,6327,28513
19132,6328,18634
19133,6328,24445
19134,6329,10204
19135,6330,29256
19136,6330,2771
19137,6330,22152
19138,6330,16402
19139,6331,8870
19140,6331,11559
19141,6331,16485
19142,6331,23897
19143,6332,22081
19144,6332,28479
19145,6332,17057
19146,6332,12667
19147,6332,26960
19148,6333,13908
19149,6333,19247
19150,6333,6917
19151,6333,5854
19152,6333,7427
19153,6334,26036
19154,6334,29592
19155,6334,20741
19156,6334,27040
19157,6335,18511
19158,6335,14288
19159,6336,23483
19160,6336,19826
19161,6337,9353
19162,6338,24335
19163,6339,22157
19164,6339,26867
19165,6339,4373
19166,6339,1474
19167,6339,9983
19168,6340,29281
19169,6341,11390
19170,6341,486
19171,6341,23849
19172,6342,2770
19173,6343,8014
19174,6343,26167
19175,6343,10460
19176,6343,14310
19177,6343,6614
19178,6344,24689
19179,6345,25246
19180,6345,16412
19181,6345,19110
19182,6346,18603
19183,6346,15487
19184,6346,523
19185,6347,16143
19186,6347,14778
19187,6348,8094
19188,6348,21949
19189,6348,16128
19190,6349,13685
19191,6350,4433
19192,6350,29117
19193,6350,5628
19194,6351,74
19195,6351,8788
19196,6351,14744
19197,6352,10827
19198,6352,14502
19199,6352,24077
19200,6352,11254
19201,6353,6219
19202,6353,22879
19203,6353,20804
19204,6353,28561
19205,6353,13709
19206,6354,11718
19207,6354,4955
19208,6355,1659
19209,6355,20677
19210,6355,474
19211,6355,7334
19212,6356,5526
19213,6356,20468
19214,6356,835
19215,6356,5298
19216,6357,15714
19217,6357,10350
19218,6358,17563
19219,6359,20019
19220,6359,26258
19221,6359,597
19222,6359,26248
19223,6359,21840
19224,6360,8483
19225,6360,3480
19226,6360,10058
19227,6360,3025
19228,6360,13828
19229,6361,16016
19230,6362,4323
19231,6362,4516
19232,6362,24906
19233,6362,16853
19234,6362,16634
19235,6363,27784
19236,6363,19438
19237,6363,5769
19238,6363,21911
19239,6363,7825
19240,6364,12926
19241,6365,14904
19242,6365,13653
19243,6365,21788
19244,6366,8367
19245,6367,19774
19246,6367,11422
19247,6367,7537
19248,6368,13646
19249,6368,13470
19250,6369,8658
19251,6369,9644
19252,6369,27067
19253,6370,25686
19254,6370,20290
19255,6371,18745
19256,6372,29600
19257,6372,6361
19258,6372,28550
19259,6373,5071
19260,6373,29442
19261,6373,25438
19262,6373,13171
19263,6374,23168
19264,6375,28364
19265,6375,21573
19266,6376,7321
19267,6377,23281
19268,6377,27937
19269,6378,22335
19270,6378,538
19271,6378,7676
19272,6378,25200
19273,6378,18281
19274,6379,21539
19275,6379,25828
19276,6380,14253
19277,6380,17138
19278,6381,6989
19279,6381,6241
19280,6381,5672
19281,6381,28449
19282,6382,8157
19283,6382,741
19284,6382,25130
19285,6382,17088
19286,6383,9104
19287,6383,27766
19288,6383,3142
19289,6383,937
19290,6384,4180
19291,6384,25215
19292,6384,21737
19293,6384,7680
19294,6385,1517
19295,6385,21142
19296,6385,28713
19297,6385,6877
19298,6386,21725
19299,6386,15402
19300,6386,9696
19301,6386,28393
19302,6386,21641
19303,6387,17846
19304,6387,17514
19305,6387,8751
19306,6388,18513
19307,6389,19926
19308,6390,12829
19309,6391,11996
19310,6391,11784
19311,6391,3560
19312,6391,24925
19313,6391,16211
19314,6392,4493
19315,6392,26999
19316,6392,4444
19317,6392,6071
19318,6392,4576
19319,6393,18152
19320,6393,2667
19321,6393,19295
19322,6393,5906
19323,6394,17747
19324,6394,27934
19325,6394,17516
19326,6394,7983
19327,6394,18130
19328,6395,29082
19329,6395,12297
19330,6395,2401
19331,6395,20483
19332,6396,8664
19333,6396,18353
19334,6396,29863
19335,6397,18118
19336,6397,27232
19337,6397,1184
19338,6398,9687
19339,6398,4850
19340,6398,28278
19341,6398,9123
19342,6399,26948
19343,6399,28982
19344,6399,10285
19345,6400,28642
19346,6401,15042
19347,6401,21018
19348,6401,12275
19349,6402,4248
19350,6402,21926
19351,6402,13172
19352,6403,27843
19353,6403,10864
19354,6404,22815
19355,6404,3654
19356,6404,11440
19357,6404,22937
19358,6404,24116
19359,6405,26520
19360,6405,11497
19361,6406,19002
19362,6406,8732
19363,6406,21550
19364,6406,21433
19365,6407,14817
19366,6407,14028
19367,6408,3981
19368,6408,4822
19369,6408,1526
19370,6408,22737
19371,6409,13811
19372,6409,3207
19373,6410,16146
19374,6411,20625
19375,6411,22511
19376,6412,24141
19377,6412,25416
19378,6412,28940
19379,6412,21393
19380,6413,25142
19381,6413,746
19382,6413,28096
19383,6413,22493
19384,6413,4806
19385,6414,17710
19386,6414,3231
19387,6414,20677
19388,6415,4751
19389,6416,13714
19390,6416,15947
19391,6416,8866
19392,6417,18389
19393,6417,16244
19394,6417,18107
19395,6417,10477
19396,6418,11254
19397,6418,25993
19398,6418,25486
19399,6418,6649
19400,6418,4281
19401,6419,15180
19402,6420,11343
19403,6420,4434
19404,6421,10297
19405,6421,12944
19406,6421,8939
19407,6422,5507
19408,6422,4119
19409,6422,8493
19410,6423,23323
19411,6423,21826
19412,6423,12074
19413,6424,6535
19414,6424,2595
19415,6424,13671
19416,6425,19678
19417,6425,19616
19418,6425,9735
19419,6425,28725
19420,6425,20378
19421,6426,26307
19422,6426,18703
19423,6426,3826
19424,6426,9997
19425,6426,18786
19426,6427,23313
19427,6427,988
19428,6427,1613
19429,6427,16732
19430,6427,22120
19431,6428,16314
19432,6428,85
19433,6428,21955
19434,6428,17274
19435,6428,25201
19436,6429,14621
19437,6430,29524
19438,6430,19887
19439,6430,6199
19440,6430,7662
19441,6430,14598
19442,6431,20160
19443,6432,23636
19444,6432,26147
19445,6432,29126
19446,6432,21539
19447,6432,19657
19448,6433,19016
19449,6434,24204
19450,6434,4679
19451,6434,11871
19452,6434,4391
19453,6434,16370
19454,6435,278
19455,6435,22497
19456,6435,106
19457,6436,16575
19458,6436,13698
19459,6436,20332
19460,6436,10782
19461,6436,12267
19462,6437,21991
19463,6438,7605
19464,6438,20900
19465,6438,29473
19466,6438,200
19467,6439,14591
19468,6439,28314
19469,6439,18817
19470,6439,28874
19471,6440,26544
19472,6440,1480
19473,6440,2819
19474,6440,17796
19475,6441,29362
19476,6441,2944
19477,6441,21193
19478,6441,20914
19479,6441,28648
19480,6442,7690
19481,6442,8060
19482,6442,8836
19483,6442,15743
19484,6442,24271
19485,6443,887
19486,6444,7998
19487,6444,27049
19488,6444,7078
19489,6444,9100
19490,6444,23745
19491,6445,29766
19492,6445,28557
19493,6445,28642
19494,6445,8930
19495,6446,23673
19496,6446,16765
19497,6447,18029
19498,6447,27565
19499,6448,18372
19500,6449,24341
19501,6449,25804
19502,6449,5515
19503,6450,5327
19504,6450,24861
19505,6450,14403
19506,6450,9706
19507,6450,2368
19508,6451,21580
19509,6452,12089
19510,6453,1581
19511,6453,9172
19512,6454,16316
19513,6454,5087
19514,6454,1535
19515,6454,3922
19516,6455,10262
19517,6455,26581
19518,6455,5196
19519,6455,5703
19520,6455,21559
19521,6456,26225
19522,6456,14244
19523,6456,24056
19524,6457,6763
19525,6457,26708
19526,6457,7383
19527,6457,24801
19528,6458,23746
19529,6459,19675
19530,6459,27128
19531,6460,27993
19532,6461,26672
19533,6461,24862
19534,6462,10826
19535,6462,23654
19536,6462,26114
19537,6463,6463
19538,6463,10978
19539,6463,28206
19540,6463,27515
19541,6464,27821
19542,6464,27235
19543,6464,28806
19544,6465,17045
19545,6465,26351
19546,6465,21046
19547,6465,7482
19548,6466,28652
19549,6466,15275
19550,6467,19447
19551,6468,22040
19552,6468,6854
19553,6468,2605
19554,6468,29449
19555,6468,8183
19556,6469,15666
19557,6469,15894
19558,6469,25077
19559,6469,2593
19560,6470,15960
19561,6470,5344
19562,6470,25132
19563,6470,722
19564,6470,9717
19565,6471,27731
19566,6471,21772
19567,6471,6725
19568,6471,27068
19569,6472,28581
19570,6472,7692
19571,6472,25966
19572,6473,6596
19573,6473,25684
19574,6473,26629
19575,6474,5933
19576,6475,24288
19577,6475,17368
19578,6475,13372
19579,6476,18257
19580,6476,20820
19581,6476,22048
19582,6476,18240
19583,6477,691
19584,6477,26688
19585,6477,3170
19586,6477,2127
19587,6477,19539
19588,6478,24930
19589,6478,7973
19590,6478,2490
19591,6478,17058
19592,6478,22410
19593,6479,1188
19594,6479,18178
19595,6479,24537
19596,6479,14091
19597,6480,20653
19598,6480,1779
19599,6481,22532
19600,6482,4593
19601,6482,29481
19602,6482,1198
19603,6482,4315
19604,6483,22583
19605,6484,11052
19606,6484,17363
19607,6485,3500
19608,6485,9125
19609,6485,19496
19610,6485,19126
19611,6486,28529
19612,6486,12386
19613,6486,15600
19614,6486,26716
19615,6486,8390
19616,6487,21697
19617,6487,16171
19618,6487,14472
19619,6487,10591
19620,6488,24453
19621,6489,8909
19622,6489,5397
19623,6489,2561
19624,6489,10908
19625,6490,1173
19626,6490,21552
19627,6490,19022
19628,6490,22346
19629,6491,3724
19630,6492,15708
19631,6492,18361
19632,6492,13987
19633,6492,23973
19634,6492,2941
19635,6493,15017
19636,6494,18698
19637,6494,29993
19638,6495,20558
19639,6495,18515
19640,6496,11116
19641,6497,14399
19642,6498,12670
19643,6498,17740
19644,6499,29313
19645,6500,7921
19646,6500,1704
19647,6500,17617
19648,6501,12562
19649,6501,21436
19650,6501,28776
19651,6501,25551
19652,6501,25631
19653,6502,24435
19654,6502,27880
19655,6502,1063
19656,6502,22293
19657,6502,26615
19658,6503,3510
19659,6503,5349
19660,6503,23560
19661,6503,29427
19662,6503,15084
19663,6504,10524
19664,6504,18555
19665,6504,18681
19666,6504,15000
19667,6505,10814
19668,6505,23475
19669,6506,20627
19670,6506,23593
19671,6506,27421
19672,6507,12424
19673,6507,13870
19674,6508,4229
19675,6508,13541
19676,6508,18744
19677,6508,24423
19678,6508,3469
19679,6509,8256
19680,6509,22911
19681,6509,7187
19682,6509,9767
19683,6510,2004
19684,6510,12106
19685,6511,9044
19686,6511,17007
19687,6511,22541
19688,6511,26954
19689,6511,13713
19690,6512,23186
19691,6512,20394
19692,6512,20839
19693,6512,14368
19694,6513,8946
19695,6513,14580
19696,6514,21602
19697,6515,8915
19698,6515,23442
19699,6515,11932
19700,6516,5524
19701,6516,28318
19702,6516,2302
19703,6516,8924
19704,6516,25228
19705,6517,22591
19706,6517,10164
19707,6517,18344
19708,6518,4785
19709,6518,18176
19710,6518,25428
19711,6519,4172
19712,6519,7057
19713,6520,27881
19714,6520,2446
19715,6520,9373
19716,6520,28564
19717,6521,7930
19718,6521,25779
19719,6521,8622
19720,6522,12718
19721,6523,22104
19722,6523,29968
19723,6523,29088
19724,6523,8827
19725,6523,18603
19726,6524,5151
19727,6525,16590
19728,6525,15271
19729,6525,13803
19730,6525,11662
19731,6526,20282
19732,6527,18695
19733,6527,23488
19734,6527,11393
19735,6527,19119
19736,6527,6156
19737,6528,25767
19738,6528,5973
19739,6529,12678
19740,6529,1338
19741,6529,23736
19742,6529,29213
19743,6530,2183
19744,6530,26862
19745,6531,3147
19746,6531,2679
19747,6531,12338
19748,6532,973
19749,6533,8198
19750,6533,342
19751,6533,19151
19752,6533,24098
19753,6534,21624
19754,6534,14514
19755,6534,27359
19756,6534,22234
19757,6535,16340
19758,6535,11115
19759,6535,23966
19760,6536,27202
19761,6536,13341
19762,6536,29580
19763,6536,45
19764,6537,16500
19765,6537,104
19766,6538,25633
19767,6538,20057
19768,6538,2365
19769,6538,7475
19770,6538,10400
19771,6539,10429
19772,6539,913
19773,6539,7635
19774,6539,21962
19775,6540,6249
19776,6540,27482
19777,6540,3248
19778,6541,12453
19779,6541,17822
19780,6541,7472
19781,6541,21925
19782,6541,16944
19783,6542,17559
19784,6542,13722
19785,6542,190
19786,6542,25509
19787,6543,29145
19788,6543,22880
19789,6543,25412
19790,6543,26761
19791,6544,1980
19792,6544,17963
19793,6544,25564
19794,6545,8354
19795,6545,16445
19796,6546,62
19797,6547,23807
19798,6547,19818
19799,6547,1200
19800,6547,2698
19801,6547,14743
19802,6548,29945
19803,6549,559
19804,6550,18281
19805,6550,757
19806,6550,17688
19807,6550,2711
19808,6550,15081
19809,6551,21798
19810,6551,9030
19811,6551,1009
19812,6552,431
19813,6553,27502
19814,6553,15253
19815,6554,28314
19816,6554,19719
19817,6554,23976
19818,6554,2342
19819,6555,19388
19820,6555,12117
19821,6556,2168
19822,6557,2565
19823,6557,29006
19824,6557,23364
19825,6558,27424
19826,6558,2663
19827,6559,21436
19828,6559,10856
19829,6559,27585
19830,6559,17878
19831,6559,9919
19832,6560,17251
19833,6560,5738
19834,6561,18550
19835,6562,1375
19836,6562,21546
19837,6562,26809
19838,6563,5656
19839,6563,13699
19840,6563,2497
19841,6563,12903
19842,6564,22408
19843,6564,855
19844,6564,21442
19845,6564,21040
19846,6565,20205
19847,6566,15928
19848,6566,24206
19849,6566,3385
19850,6567,27126
19851,6567,9641
19852,6567,18870
19853,6568,3935
19854,6568,25325
19855,6569,10714
19856,6569,12355
19857,6569,3947
19858,6569,9403
19859,6569,3101
19860,6570,2324
19861,6571,25771
19862,6571,16366
19863,6572,18177
19864,6573,21022
19865,6573,1758
19866,6573,27484
19867,6573,19407
19868,6574,17513
19869,6574,16902
19870,6574,20625
19871,6574,25360
19872,6575,19220
19873,6575,23745
19874,6575,26816
19875,6576,25732
19876,6576,24628
19877,6577,28650
19878,6577,19729
19879,6577,4289
19880,6577,24300
19881,6578,24448
19882,6578,9612
19883,6579,27457
19884,6580,24826
19885,6580,18757
19886,6581,18661
19887,6581,18061
19888,6581,21764
19889,6581,22992
19890,6582,11254
19891,6583,501
19892,6583,2040
19893,6583,8107
19894,6584,3669
19895,6584,29173
19896,6584,28338
19897,6584,13678
19898,6584,2761
19899,6585,4282
19900,6585,24614
19901,6585,16961
19902,6586,16572
19903,6586,2776
19904,6586,4611
19905,6587,23265
19906,6587,25807
19907,6587,23521
19908,6588,14341
19909,6588,1697
19910,6588,9792
19911,6589,27510
19912,6589,12585
19913,6590,22893
19914,6590,15658
19915,6590,26393
19916,6590,28445
19917,6590,13981
19918,6591,22924
19919,6591,3566
19920,6591,10955
19921,6592,2893
19922,6592,14605
19923,6592,22085
19924,6592,29836
19925,6592,22684
19926,6593,1114
19927,6593,29010
19928,6593,28649
19929,6593,15638
19930,6593,10314
19931,6594,11580
19932,6594,18173
19933,6594,15391
19934,6594,25629
19935,6595,26206
19936,6596,8796
19937,6596,11253
19938,6596,20941
19939,6596,5331
19940,6596,14197
19941,6597,12834
19942,6597,18118
19943,6598,15858
19944,6598,3895
19945,6599,1852
19946,6599,19332
19947,6600,2259
19948,6600,15938
19949,6601,12583
19950,6601,24015
19951,6601,20298
19952,6601,15053
19953,6601,23766
19954,6602,15427
19955,6602,29051
19956,6602,15234
19957,6603,26030
19958,6603,8338
19959,6603,6647
19960,6604,16767
19961,6604,7094
19962,6604,27109
19963,6604,13293
19964,6604,20361
19965,6605,9399
19966,6605,16028
19967,6605,856
19968,6606,3800
19969,6606,3246
19970,6606,1433
19971,6606,5078
19972,6606,6528
19973,6607,1707
19974,6607,13290
19975,6607,20146
19976,6608,12957
19977,6609,25808
19978,6610,614
19979,6610,22291
19980,6611,19899
19981,6611,12737
19982,6611,10739
19983,6611,10381
19984,6611,13723
19985,6612,2806
19986,6612,16512
19987,6612,3191
19988,6612,9729
19989,6613,9319
19990,6613,8846
19991,6613,9659
19992,6613,25085
19993,6613,23093
19994,6614,243
19995,6614,14942
19996,6614,27636
19997,6615,1225
19998,6615,17291
19999,6615,25406
20000,6615,29513
20001,6616,15690
20002,6616,9442
20003,6616,17006
20004,6616,23080
20005,6617,18257
20006,6617,1840
20007,6617,13229
20008,6618,23832
20009,6618,22813
20010,6618,14812
20011,6619,27710
20012,6619,4285
20013,6619,7463
20014,6619,18429
20015,6619,5187
20016,6620,11064
20017,6620,19434
20018,6620,18501
20019,6620,4151
20020,6621,8764
20021,6621,14523
20022,6622,776
20023,6622,15385
20024,6623,11855
20025,6624,19993
20026,6624,9270
20027,6625,12709
20028,6625,19035
20029,6626,20596
20030,6626,7311
20031,6626,22364
20032,6626,2135
20033,6627,10042
20034,6628,24128
20035,6628,26680
20036,6628,1015
20037,6629,5619
20038,6629,21643
20039,6629,27121
20040,6629,13779
20041,6629,27760
20042,6630,8660
20043,6630,28724
20044,6630,11587
20045,6631,8539
20046,6631,13929
20047,6631,9146
20048,6631,9913
20049,6632,18666
20050,6632,17443
20051,6632,2876
20052,6632,21930
20053,6632,23920
20054,6633,23287
20055,6633,29062
20056,6633,4161
20057,6633,27357
20058,6634,26097
20059,6635,15304
20060,6635,2903
20061,6635,29634
20062,6635,9093
20063,6635,18762
20064,6636,1774
20065,6637,14007
20066,6638,7006
20067,6638,22623
20068,6638,6382
20069,6638,24097
20070,6638,15387
20071,6639,9207
20072,6639,5349
20073,6640,26128
20074,6640,28316
20075,6641,13864
20076,6641,24220
20077,6642,14195
20078,6642,5807
20079,6642,23243
20080,6642,18486
20081,6643,22099
20082,6643,10103
20083,6644,9563
20084,6644,27749
20085,6645,27206
20086,6645,3839
20087,6646,1869
20088,6646,19326
20089,6646,22598
20090,6647,16492
20091,6648,11721
20092,6648,18413
20093,6648,15246
20094,6648,25562
20095,6648,26738
20096,6649,13974
20097,6649,6169
20098,6649,5973
20099,6649,4750
20100,6650,1706
20101,6651,2920
20102,6651,11276
20103,6652,22810
20104,6652,2234
20105,6652,10784
20106,6652,21214
20107,6652,12478
20108,6653,22561
20109,6654,25480
20110,6654,18959
20111,6654,22955
20112,6655,12412
20113,6655,6358
20114,6655,13346
20115,6655,4435
20116,6655,6812
20117,6656,12820
20118,6657,29553
20119,6658,12304
20120,6659,23325
20121,6659,14543
20122,6659,29638
20123,6659,5947
20124,6660,12918
20125,6661,23927
20126,6661,2651
20127,6661,20273
20128,6662,22103
20129,6662,1165
20130,6662,6349
20131,6662,5265
20132,6663,3718
20133,6664,13460
20134,6664,2851
20135,6664,25752
20136,6664,22489
20137,6665,643
20138,6665,25416
20139,6665,13052
20140,6665,6128
20141,6666,1029
20142,6666,7086
20143,6666,20933
20144,6666,12038
20145,6666,18578
20146,6667,18158
20147,6667,15060
20148,6667,12633
20149,6667,29503
20150,6667,12262
20151,6668,10329
20152,6669,3821
20153,6670,6933
20154,6670,22985
20155,6670,26112
20156,6671,8346
20157,6671,1455
20158,6671,17479
20159,6671,5667
20160,6672,8272
20161,6673,26259
20162,6673,6173
20163,6674,29410
20164,6675,305
20165,6675,25231
20166,6675,18089
20167,6676,18787
20168,6676,1953
20169,6676,4794
20170,6677,15920
20171,6677,21150
20172,6678,24759
20173,6679,25963
20174,6679,11788
20175,6679,22741
20176,6679,8570
20177,6680,2767
20178,6680,14451
20179,6680,26788
20180,6681,26858
20181,6681,11336
