ID_interwencji,ID_wyposazenia
16826,25316
16826,26038
16826,27275
16826,20860
16827,12462
16827,27335
16828,25383
16828,4672
16829,25760
16829,23958
16829,26405
16829,4070
16830,25935
16830,29903
16830,1171
16830,4583
16831,18315
16831,17429
16831,28315
16832,7570
16832,23261
16832,27282
16833,203
16833,22835
16833,27586
16834,26688
16834,22401
16834,27943
16834,28542
16835,27062
16835,8727
16836,26044
16837,1581
16837,6876
16837,17582
16838,18016
16838,12219
16839,6602
16839,4460
16839,1043
16840,26077
16841,7046
16841,3172
16842,22105
16842,21709
16842,29635
16843,16087
16843,10349
16843,1632
16843,22684
16844,6035
16845,22732
16845,14770
16845,20653
16845,4304
16845,6127
16846,28568
16847,15109
16847,9660
16847,8707
16847,23567
16847,23139
16848,19498
16848,12694
16848,21450
16848,22507
16848,8377
16849,8759
16849,2772
16849,25125
16849,304
16850,10247
16850,17031
16851,23078
16851,2895
16851,11323
16852,11945
16852,10831
16853,27623
16853,24554
16853,22707
16854,26289
16854,10728
16854,14095
16855,10631
16855,668
16856,20823
16857,29620
16858,20655
16858,1618
16858,1430
16858,15156
16859,27791
16859,22869
16860,17921
16860,16344
16860,25042
16860,6713
16860,28596
16861,27640
16861,6237
16861,27378
16861,25222
16861,5243
16862,19890
16862,4877
16862,19183
16862,4402
16862,27952
16863,12691
16863,4346
16864,25712
16864,14921
16864,4141
16864,9267
16864,23071
16865,24646
16865,4102
16865,15496
16865,26493
16866,7973
16866,3768
16866,22786
16866,21375
16867,14395
16868,6417
16868,29807
16869,15578
16869,27450
16869,11456
16869,7845
16869,23865
16870,1117
16870,18157
16870,13590
16870,6050
16870,18751
16871,12819
16872,13413
16872,6019
16873,1175
16873,14722
16873,21198
16874,26526
16874,10664
16875,6338
16875,3636
16876,24711
16876,21148
16877,8219
16877,3317
16877,16700
16878,7778
16878,17132
16878,21055
16878,24320
16878,19717
16879,9377
16880,12916
16881,21978
16882,9342
16883,10239
16883,26130
16883,25340
16883,1189
16884,16013
16884,6566
16885,2746
16885,15858
16885,5199
16885,25861
16885,18490
16886,18427
16886,12290
16886,22034
16887,26996
16888,8587
16888,13184
16889,16079
16889,12092
16890,2080
16890,7532
16890,22059
16891,25474
16891,4068
16892,17679
16892,1179
16892,23587
16893,15550
16893,26113
16893,19778
16893,29395
16894,26251
16894,5672
16895,14806
16895,19765
16895,21184
16896,13911
16896,4551
16896,24928
16896,10746
16896,2628
16897,25446
16897,9224
16897,24738
16897,1451
16898,7258
16898,11744
16899,11108
16899,29864
16899,19536
16899,7158
16900,23146
16901,4304
16901,8829
16901,12273
16901,12761
16901,19890
16902,10984
16903,10078
16903,26419
16903,15740
16903,2850
16903,3993
16904,2662
16904,22950
16905,22419
16905,26063
16906,10391
16906,18199
16906,24871
16907,11305
16907,500
16907,2396
16907,15947
16908,12715
16909,7920
16910,5147
16911,25533
16912,25872
16912,11157
16912,524
16913,5335
16913,13911
16913,29708
16913,25804
16913,29733
16914,21124
16915,17370
16915,25398
16915,928
16916,10523
16917,2237
16918,24322
16918,336
16918,13563
16918,19949
16919,17674
16919,19857
16920,10444
16920,22589
16920,14804
16920,15721
16920,4271
16921,11858
16921,27299
16921,3776
16922,13157
16922,21826
16922,23920
16923,19766
16923,28836
16923,25778
16924,19835
16924,23974
16924,3331
16924,4569
16925,5947
16926,16819
16926,12881
16927,23147
16927,2132
16927,24257
16928,7723
16928,3579
16928,11284
16928,29229
16929,14325
16929,1662
16929,12604
16929,9812
16929,22912
16930,7650
16930,6378
16930,29482
16930,11462
16930,12148
16931,15890
16931,9959
16931,15872
16931,6944
16931,22605
16932,14288
16933,21781
16933,18837
16934,12420
16934,692
16934,20960
16934,26491
16934,1433
16935,385
16936,21566
16936,29615
16936,855
16936,18751
16936,8256
16937,29670
16937,13946
16937,23068
16938,29369
16938,29467
16939,14447
16940,25983
16940,16269
16940,8146
16940,24875
16940,830
16941,6365
16941,2374
16941,24574
16941,13320
16941,24052
16942,4502
16942,27864
16942,10796
16943,27831
16943,8984
16943,25201
16943,23143
16943,5589
16944,23986
16944,28427
16944,12360
16944,6611
16944,20286
16945,18519
16945,15784
16945,18573
16945,25618
16945,26235
16946,2195
16946,22599
16946,14443
16946,25733
16946,18702
16947,29483
16947,12208
16947,6884
16948,2987
16949,15651
16949,6149
16949,5810
16949,8689
16949,24184
16950,24249
16950,18113
16950,14128
16950,26080
16951,25725
16951,27129
16951,29955
16952,29034
16952,10742
16952,9661
16952,24240
16953,6215
16953,9731
16953,484
16953,1962
16954,5633
16954,17154
16955,17927
16955,15220
16956,28096
16957,6340
16957,18193
16957,24861
16957,24186
16958,17399
16958,28229
16958,21469
16958,17442
16959,13615
16959,28132
16959,12227
16959,15460
16960,23344
16960,913
16960,20186
16960,19838
16961,16450
16961,16528
16961,14407
16961,21381
16962,1566
16962,7148
16962,9
16962,26481
16962,2559
16963,15865
16963,1113
16963,7078
16963,26951
16964,24991
16964,3965
16964,962
16964,13601
16964,18020
16965,22233
16965,20907
16965,2079
16965,1014
16966,22575
16966,28880
16966,24420
16967,21112
16967,29710
16967,4765
16967,11482
16968,23559
16968,5847
16968,6956
16969,6830
16969,13866
16970,28600
16971,22149
16971,9043
16972,23373
16972,3289
16972,26648
16972,7922
16972,20924
16973,18544
16973,11218
16974,24456
16974,11946
16975,24483
16975,18821
16975,18469
16975,29204
16975,4522
16976,3083
16976,7952
16977,14600
16978,7630
16978,10137
16978,4679
16979,25856
16979,9785
16979,2235
16979,29523
16980,4291
16980,569
16981,12373
16982,8941
16983,28778
16983,9231
16983,23262
16983,4397
16983,18745
16984,24242
16984,24488
16985,476
16985,4346
16985,17365
16986,4240
16986,2300
16986,2272
16987,14906
16988,11532
16988,24377
16988,6343
16989,7331
16990,27361
16991,16670
16991,2010
16991,7075
16991,21278
16992,6467
16992,27321
16993,9360
16994,24731
16994,10601
16994,19641
16994,8239
16995,17510
16995,25400
16996,28847
16997,26415
16998,21942
16999,10668
17000,16612
17000,20428
17001,24577
17001,19544
17002,14753
17003,5804
17003,11121
17003,2865
17004,10798
17004,23044
17005,1965
17005,28115
17005,8796
17005,21955
17005,18970
17006,6826
17006,23341
17006,12173
17007,128
17007,16975
17008,20624
17008,4577
17008,19953
17009,17210
17009,28320
17009,20476
17009,29811
17010,22568
17010,9693
17010,4546
17011,25262
17011,16070
17011,12388
17011,1237
17012,1075
17013,10048
17013,23389
17013,6421
17013,10142
17014,11131
17015,22027
17016,28715
17016,17079
17016,10625
17017,19692
17018,16723
17018,673
17018,14625
17018,15480
17019,25464
17019,13563
17019,29649
17019,26361
17019,16719
17020,12885
17020,7708
17020,8784
17020,17167
17020,22796
17021,4757
17022,24520
17023,17350
17024,7995
17024,20262
17024,25418
17025,10154
17025,10780
17026,23387
17026,17336
17026,24152
17026,1097
17026,4601
17027,4850
17027,1393
17027,5658
17028,27225
17028,8687
17029,889
17029,967
17029,11234
17029,12822
17030,14110
17030,8560
17030,22900
17031,10473
17031,23977
17031,20272
17032,15046
17032,8607
17032,15592
17032,20426
17033,21795
17033,3159
17033,12507
17034,8409
17034,16360
17034,2292
17035,6281
17035,29594
17035,2335
17035,8505
17036,18587
17036,26073
17036,1112
17036,6534
17036,21312
17037,7145
17037,11085
17037,12964
17038,16465
17039,12172
17039,6930
17039,23069
17040,18100
17040,19684
17040,9995
17040,12980
17041,15333
17041,19898
17041,13190
17041,6522
17042,29091
17043,13875
17043,29933
17044,22729
17044,28171
17044,20156
17045,19756
17046,7928
17046,22294
17046,14911
17046,24067
17047,21218
17048,23435
17048,28468
17049,2085
17049,14804
17049,2198
17049,8118
17049,1581
17050,16759
17051,10324
17051,14857
17051,23629
17052,18973
17052,17957
17052,14133
17052,21006
17053,18078
17053,8405
17053,24745
17053,15138
17054,27636
17054,25155
17055,24134
17055,13968
17055,29240
17055,13666
17056,6839
17056,8822
17057,12874
17058,15877
17059,15646
17059,18527
17060,28249
17061,17010
17061,21661
17062,8980
17062,16778
17062,26137
17063,102
17063,6077
17063,22103
17063,14779
17064,5406
17065,618
17065,12089
17065,483
17065,16521
17066,21094
17067,29967
17067,3435
17067,11656
17068,11798
17068,22255
17068,18575
17068,19407
17068,680
17069,14887
17069,16406
17069,17206
17069,19681
17069,4742
17070,12891
17071,19863
17072,5532
17072,26566
17072,8832
17072,17086
17072,10820
17073,9335
17073,18378
17074,1219
17074,24978
17074,11646
17074,19993
17074,9098
17075,16252
17075,19638
17075,11680
17075,19511
17075,27638
17076,3004
17077,25848
17077,20203
17077,6765
17077,29405
17078,15325
17078,10360
17078,12980
17079,27404
17079,27231
17079,7161
17079,20510
17079,5731
17080,5498
17081,7039
17082,18258
17082,26122
17083,6996
17083,17301
17083,25786
17084,28841
17085,5584
17085,9040
17085,21540
17086,1038
17086,28462
17087,11046
17087,29886
17088,11867
17088,22711
17088,22867
17089,4866
17089,15880
17089,16591
17089,29944
17090,6588
17090,3185
17090,23573
17090,9261
17091,15402
17092,16276
17092,18291
17092,27799
17092,4301
17092,13390
17093,17485
17093,18116
17093,9478
17093,16238
17094,16415
17095,6902
17095,23882
17095,11031
17095,6421
17095,4184
17096,29023
17097,5788
17097,13361
17098,18315
17098,16353
17098,14623
17099,12300
17099,29077
17099,25167
17099,24586
17099,8299
17100,28921
17100,18087
17100,23465
17100,22638
17101,2272
17101,20947
17101,9706
17101,14719
17101,21824
17102,15889
17102,1811
17102,24402
17102,6525
17102,26495
17103,9495
17103,10602
17104,8058
17104,22373
17104,29870
17104,21304
17104,4608
17105,11853
17106,18788
17107,12480
17107,5762
17107,27094
17107,20245
17108,25037
17109,15716
17109,13809
17109,24433
17110,490
17110,15452
17110,22307
17110,6055
17111,27895
17111,17298
17112,29884
17113,17900
17113,24676
17113,5100
17113,15845
17114,10958
17114,16378
17114,7527
17114,28531
17115,29271
17115,25470
17115,21209
17116,20891
17116,18372
17116,28738
17117,717
17117,25899
17117,8369
17117,17348
17118,4984
17119,26858
17119,17168
17120,23437
17120,28320
17120,26478
17120,19533
17121,13114
17122,17011
17122,19347
17122,3615
17123,3863
17123,19145
17124,985
17124,14527
17125,20660
17125,21334
17125,22024
17126,20892
17126,1023
17126,21300
17126,14302
17127,9168
17127,9059
17128,1931
17128,1134
17129,10264
17129,16110
17129,8931
17130,29237
17130,8445
17130,17981
17130,7645
17130,11383
17131,3911
17131,3883
17131,25417
17131,10102
17131,7942
17132,18379
17132,3228
17132,2260
17133,12253
17133,15121
17133,18169
17133,8491
17133,2419
17134,6119
17134,6587
17134,26365
17134,7527
17134,733
17135,2097
17135,24593
17135,18931
17136,19882
17136,115
17136,9698
17136,12365
17136,29104
17137,7962
17137,27432
17138,14027
17138,23061
17138,14421
17138,5297
17138,13200
17139,7170
17140,16771
17140,20605
17141,8203
17141,18016
17141,29693
17141,23507
17142,2391
17143,1740
17143,5404
17143,1007
17143,21831
17144,20779
17144,19587
17145,20688
17146,4789
17146,6205
17147,3758
17147,3338
17147,7224
17148,2658
17148,27279
17148,21601
17148,8603
17148,8343
17149,27426
17149,29689
17149,10183
17149,11524
17150,20685
17150,29382
17150,8865
17151,20168
17151,21714
17151,462
17151,23115
17152,701
17152,9448
17152,22159
17152,16783
17153,11619
17153,14936
17153,24086
17153,29287
17154,4390
17154,9606
17154,29524
17154,1977
17154,15164
17155,19420
17155,198
17155,819
17156,21925
17156,23077
17157,24620
17157,9588
17157,5615
17157,9084
17158,261
17158,26280
17158,3014
17158,106
17158,11058
17159,13799
17159,26997
17159,14333
17159,26717
17160,5136
17160,22921
17160,11463
17160,22215
17161,12231
17161,26389
17161,26733
17162,19872
17162,19553
17162,18797
17162,398
17163,22212
17164,24017
17165,21975
17165,24121
17166,14235
17167,29103
17167,9478
17168,16802
17168,11302
17168,919
17168,1852
17168,22207
17169,29406
17169,26444
17169,26441
17169,11816
17170,28158
17170,28902
17170,23699
17170,18482
17171,12886
17171,13923
17171,17975
17171,5485
17172,26585
17172,28142
17173,19079
17173,28956
17173,10077
17174,2320
17174,26156
17174,17022
17174,18495
17174,19592
17175,335
17175,17238
17175,23564
17176,19006
17176,4550
17176,12795
17177,15329
17178,23033
17178,23619
17178,18753
17178,15700
17179,4192
17179,5098
17179,28073
17179,5696
17180,4804
17180,6867
17180,18436
17181,6511
17181,23891
17181,18118
17181,10432
17182,26717
17182,27930
17183,19394
17183,4868
17183,18296
17184,28122
17184,28143
17184,19881
17184,3961
17184,13629
17185,17687
17185,17092
17185,13291
17185,12664
17186,17238
17186,1122
17186,27719
17186,25520
17186,7911
17187,8375
17187,24924
17187,800
17187,6316
17188,7555
17188,977
17188,25541
17188,495
17189,26670
17190,19642
17190,21342
17190,21978
17191,29987
17192,29583
17192,11738
17192,10978
17192,11662
17193,24643
17193,25401
17193,9973
17194,11542
17194,1716
17194,15035
17194,18619
17195,16125
17195,24159
17195,11067
17195,6126
17195,14552
17196,23107
17196,24186
17197,18518
17197,26394
17197,15153
17198,25954
17199,21442
17199,19734
17200,7147
17200,8999
17200,18453
17200,19274
17201,13840
17201,20455
17201,13758
17201,17053
17202,19923
17202,13446
17202,4309
17202,5600
17203,18673
17204,20244
17204,1394
17204,9743
17204,15111
17205,26454
17205,10090
17205,12190
17205,24102
17206,13298
17206,8192
17206,8341
17206,23461
17206,13762
17207,17319
17207,3910
17207,11761
17207,17864
17207,14954
17208,3285
17208,1709
17208,18775
17208,20011
17208,16623
17209,15747
17209,10977
17209,21671
17209,29734
17209,18836
17210,10623
17210,6567
17210,16601
17211,19748
17211,9599
17212,11163
17212,16165
17212,22580
17212,21013
17213,20330
17213,18055
17213,11051
17214,28058
17214,18879
17214,5440
17214,3615
17215,5182
17216,29966
17216,3544
17216,28456
17216,17462
17216,27418
17217,13104
17217,17524
17218,18423
17218,16035
17218,13547
17218,11777
17219,21840
17219,9497
17220,4839
17220,10347
17221,22617
17221,24721
17221,21898
17221,15080
17221,3605
17222,25031
17222,23402
17222,20971
17223,1045
17223,8315
17224,12071
17225,14906
17226,18850
17226,27789
17226,27247
17227,1118
17227,6631
17227,14770
17228,10844
17229,22700
17229,11523
17229,8163
17230,1219
17230,22462
17230,11782
17230,20502
17231,4022
17231,29121
17232,17749
17232,11584
17232,16845
17233,29522
17234,16607
17234,8670
17234,13915
17235,5334
17235,8808
17235,22608
17236,18855
17236,1556
17237,4991
17238,508
17239,19813
17239,8635
17239,11335
17239,5416
17239,10920
17240,212
17240,22888
17240,10167
17240,19365
17240,25370
17241,19793
17241,27964
17241,25094
17241,28202
17241,1865
17242,20235
17242,13248
17242,2267
17242,15431
17242,19516
17243,26691
17243,28354
17243,23400
17244,320
17244,4526
17244,18131
17244,17045
17244,12649
17245,16269
17245,19724
17245,24983
17245,18226
17245,18906
17246,2931
17246,6194
17246,20498
17247,25525
17247,27629
17247,12693
17247,803
17247,5064
17248,25486
17248,15323
17248,19184
17248,9924
17248,11225
17249,2748
17249,3997
17249,21096
17249,25780
17250,20823
17250,1212
17251,5625
17251,6529
17251,21797
17251,17230
17251,13273
17252,11838
17253,5904
17254,18732
17255,3640
17255,13622
17255,4344
17255,25445
17256,17486
17256,10321
17256,14193
17257,7786
17257,21136
17257,5075
17258,7541
17258,29904
17259,26879
17259,2642
17259,13381
17259,23649
17260,18492
17261,12363
17261,351
17261,6026
17261,1037
17261,10061
17262,5086
17262,8241
17262,264
17263,19477
17263,13002
17264,26045
17264,21890
17264,20620
17264,18613
17264,25943
17265,14786
17265,11418
17266,9233
17266,27472
17266,10795
17267,8956
17268,23902
17269,10928
17269,5757
17270,5052
17270,7482
17270,7854
17270,25161
17271,15230
17271,2344
17271,9789
17271,15827
17271,28038
17272,29422
17272,6755
17273,22578
17273,12060
17273,27932
17273,20492
17273,12408
17274,9211
17274,25261
17274,17242
17274,17601
17274,669
17275,6421
17275,15211
17275,27115
17276,4475
17276,19664
17276,1771
17276,11908
17277,15741
17278,28111
17278,21574
17278,4067
17278,12004
17279,2438
17279,27906
17279,19420
17279,16341
17279,15536
17280,29833
17280,7819
17280,297
17280,12273
17281,29129
17281,17998
17281,27157
17281,16388
17281,27221
17282,22868
17282,3847
17283,16103
17283,5904
17283,28220
17283,6579
17283,5903
17284,24187
17285,7098
17285,11466
17285,15459
17285,26422
17285,13801
17286,16951
17286,22164
17286,18903
17286,3576
17286,29062
17287,3572
17287,20041
17287,3925
17287,16104
17288,21021
17288,16677
17289,1029
17289,12281
17289,28032
17289,2655
17289,10074
17290,3722
17290,5419
17290,14944
17291,2441
17291,5694
17291,25774
17292,16122
17292,10831
17293,9876
17293,6931
17293,18049
17293,27552
17294,18286
17294,21529
17295,18690
17295,12866
17295,13786
17295,8000
17295,28791
17296,6533
17296,26629
17297,14202
17297,15503
17297,20443
17297,4639
17298,6786
17298,13100
17298,1330
17298,21020
17298,11234
17299,21062
17299,11354
17300,28025
17300,19359
17300,23053
17301,18468
17302,21520
17302,28450
17303,29970
17303,14217
17304,5314
17305,2451
17305,16090
17306,6651
17306,10588
17306,23369
17306,20222
17306,20100
17307,23846
17308,341
17308,2836
17308,15833
17308,14454
17309,10202
17309,26968
17310,18224
17310,9871
17310,21055
17310,17190
17311,13294
17312,4816
17312,21947
17312,12393
17312,20383
17312,1495
17313,16385
17313,2556
17313,21481
17313,6079
17314,19861
17314,4965
17314,17081
17314,22156
17314,10562
17315,27115
17315,3080
17316,9675
17317,1716
17317,23408
17317,28096
17317,26133
17317,4157
17318,12766
17318,26582
17318,25731
17319,5482
17319,27167
17319,601
17319,11222
17320,20276
17321,23051
17321,17922
17321,9068
17321,4428
17322,21641
17322,5110
17322,11941
17322,9335
17322,17137
17323,19584
17323,15725
17323,19319
17323,23027
17323,5481
17324,22560
17325,1544
17325,27001
17325,21503
17326,27980
17326,25873
17327,3230
17327,28849
17328,18921
17328,663
17328,18457
17328,6160
17329,17906
17329,16895
17329,9068
17329,23660
17330,7335
17330,11067
17330,7567
17330,3918
17331,18706
17331,9685
17331,5073
17332,20573
17332,22000
17332,22106
17332,11893
17333,24352
17333,19187
17333,23556
17333,5860
17333,27990
17334,27687
17334,22872
17334,22489
17334,20804
17335,6167
17336,21555
17336,27465
17337,4912
17337,9274
17337,6962
17337,7493
17337,2037
17338,21546
17338,6793
17338,3996
17338,26765
17339,12299
17340,18426
17340,4978
17340,12432
17340,22801
17340,26565
17341,21171
17341,12256
17341,11977
17341,2566
17342,1382
17342,15636
17342,10683
17342,9288
17342,15658
17343,23721
17343,17600
17343,24138
17343,5234
17343,128
17344,24496
17344,20019
17344,18782
17345,12521
17345,8160
17345,27920
17345,10119
17345,16953
17346,15723
17346,15455
17346,11744
17346,9115
17346,29541
17347,21680
17348,22512
17349,4661
17349,747
17349,25296
17349,4546
17349,15667
17350,4071
17350,12162
17351,18616
17351,15877
17351,22706
17352,20228
17353,5680
17353,21462
17354,28837
17354,10209
17355,6559
17355,15019
17355,8206
17356,17666
17356,15551
17356,14734
17356,5673
17356,21871
17357,10499
17357,20864
17357,22400
17358,11243
17358,19232
17358,17198
17358,9552
17359,7531
17359,9260
17359,16515
17360,9769
17360,10562
17360,7868
17360,14988
17361,800
17362,15381
17363,5024
17363,23117
17363,10937
17363,15095
17364,11983
17365,16769
17365,9183
17365,26389
17366,20942
17366,23819
17366,11837
17366,11901
17366,13515
17367,4828
17368,8350
17369,24021
17370,4082
17370,15648
17370,20049
17371,9000
17371,2304
17371,14673
17372,9341
17372,16863
17372,15367
17372,25985
17372,9498
17373,3537
17373,1939
17373,3183
17373,24477
17374,18675
17374,22540
17374,12450
17375,29831
17375,22356
17375,15045
17375,4664
17376,23587
17376,25122
17376,6997
17377,6503
17377,3753
17377,12170
17378,9344
17378,24856
17378,11370
17378,5951
17379,5006
17379,29362
17379,9481
17379,17681
17380,857
17380,13130
17380,13343
17380,9098
17380,29395
17381,16756
17381,10401
17381,26863
17381,4815
17382,28311
17382,783
17382,16292
17382,872
17382,13907
17383,9124
17384,11551
17384,13098
17384,20737
17384,29760
17384,18359
17385,15259
17385,9969
17385,28870
17385,19570
17385,17054
17386,23456
17386,11948
17386,11553
17386,24550
17386,23662
17387,22959
17387,22474
17388,27109
17389,11445
17389,28693
17389,28970
17390,20557
17390,16868
17391,3882
17391,6111
17391,28913
17392,7484
17392,26518
17392,20257
17392,11345
17393,16533
17393,3310
17393,17299
17393,29888
17394,9366
17394,7500
17394,24889
17394,11822
17395,9453
17395,1758
17395,23096
17396,26807
17396,18022
17396,25590
17397,26579
17397,25332
17397,36
17397,18397
17398,690
17398,18232
17398,14366
17399,14506
17399,28210
17399,29715
17399,3701
17400,27959
17400,1992
17401,6385
17401,6583
17402,9322
17402,24553
17403,3356
17403,11927
17403,5071
17403,25590
17403,27314
17404,10833
17405,12132
17405,12836
17405,15761
17406,27494
17406,16280
17406,19481
17406,22097
17407,1958
17408,27421
17409,22470
17409,14126
17409,20916
17409,22766
17410,11678
17410,28753
17411,29548
17411,19643
17411,18086
17411,25494
17412,2725
17412,12221
17413,26461
17413,11026
17413,11335
17413,25670
17414,15692
17414,7078
17414,10223
17414,12390
17414,15283
17415,11010
17415,25538
17415,10342
17415,4783
17416,14136
17417,11050
17417,10027
17417,20619
17417,29556
17418,9524
17418,23627
17418,28500
17418,26748
17419,11044
17419,16861
17419,12442
17419,20241
17419,1193
17420,14301
17420,3271
17420,13556
17420,16910
17420,24379
17421,6352
17421,1292
17421,29075
17421,2020
17422,27169
17422,798
17423,24950
17423,8031
17423,9171
17423,29574
17423,6022
17424,7291
17424,2710
17425,1532
17425,20720
17425,30
17426,8903
17426,25283
17427,6125
17427,17458
17428,9152
17428,23280
17428,22271
17428,6586
17429,29098
17429,21806
17429,16869
17430,1040
17430,6463
17430,14736
17431,9297
17432,15624
17432,3163
17433,2766
17433,17858
17433,14450
17434,28529
17434,4901
17435,16795
17435,15391
17435,15693
17435,10311
17435,11187
17436,27217
17436,11871
17436,19933
17436,20747
17437,15924
17437,14473
17437,11536
17437,9830
17437,21087
17438,2704
17439,5804
17439,11331
17439,11820
17439,13084
17439,26366
17440,26100
17440,24655
17441,1701
17441,24209
17441,4570
17442,1202
17442,18143
17442,7177
17443,15532
17443,16533
17444,602
17445,23139
17445,28200
17446,18292
17446,6263
17447,10016
17447,23466
17447,15419
17447,17888
17447,29678
17448,13381
17448,28702
17448,13544
17448,5900
17448,9978
17449,19595
17449,23909
17449,26035
17450,842
17450,29624
17451,25592
17451,5857
17451,12072
17451,4090
17452,24440
17452,1361
17452,6679
17452,15645
17453,6875
17454,21288
17454,13978
17454,16750
17454,26725
17454,17039
17455,29912
17456,2211
17456,21577
17457,10629
17457,28297
17457,29520
17457,29648
17458,955
17458,29691
17458,17315
17459,14023
17459,25709
17459,13969
17460,16408
17460,9145
17460,25550
17460,5143
17461,28854
17461,21281
17461,7617
17461,8969
17462,15668
17463,25734
17464,23024
17464,18019
17465,16827
17466,29314
17467,24136
17468,4406
17468,13488
17468,21979
17469,11508
17470,9174
17470,17315
17470,25663
17471,29439
17472,15911
17472,6286
17473,4605
17473,28908
17473,7733
17473,4197
17473,15449
17474,19886
17474,503
17475,11116
17476,21273
17476,16962
17476,18819
17476,2161
17477,10693
17477,28980
17477,16969
17478,13862
17478,26041
17479,6204
17479,29374
17479,6493
17480,18656
17480,20776
17480,29984
17480,17471
17480,26026
17481,15910
17481,27707
17481,15234
17481,7515
17482,15070
17482,15894
17482,23715
17482,10180
17482,11431
17483,7041
17484,5913
17484,23971
17484,2358
17484,1082
17484,2563
17485,21454
17485,7973
17486,18056
17486,21915
17486,25541
17486,708
17486,17397
17487,1541
17487,22784
17487,28259
17488,27442
17488,20625
17488,5031
17488,18760
17489,16141
17489,26292
17490,25179
17490,20840
17490,8696
17490,6972
17491,8498
17492,2340
17492,19675
17492,20053
17493,26526
17493,17987
17494,24907
17494,6710
17494,8237
17494,14883
17495,5876
17496,14492
17496,22400
17496,6561
17497,3000
17498,7044
17498,4013
17498,11487
17499,19201
17500,6050
17500,5352
17501,21347
17502,9792
17502,24721
17502,22794
17503,1449
17503,27948
17504,4084
17504,6623
17505,26669
17506,14455
17506,10659
17506,19172
17507,7163
17508,21999
17508,9049
17509,5137
17509,23368
17509,12336
17509,29085
17509,3684
17510,1607
17510,20729
17510,13756
17510,10891
17511,8666
17511,18314
17511,23192
17511,5794
17512,20087
17512,14373
17513,21697
17513,20514
17513,20994
17513,15756
17514,21924
17514,23575
17515,23821
17516,27952
17516,3387
17517,19169
17517,17691
17517,8027
17517,8517
17517,12735
17518,4601
17518,4397
17518,16507
17518,11792
17519,12340
17519,27199
17519,18259
17519,18111
17520,13748
17520,20936
17520,24790
17520,16369
17521,27619
17521,11509
17522,20802
17523,25484
17523,156
17523,2362
17523,16713
17524,13017
17525,8352
17525,24451
17525,2028
17526,23369
17526,17979
17526,10370
17527,3450
17527,8065
17527,9234
17528,2854
17529,17364
17529,19443
17529,1887
17529,26769
17529,12707
17530,10968
17530,8249
17531,18110
17531,21312
17531,11066
17531,2596
17531,14793
17532,18560
17532,18948
17532,24075
17533,13478
17533,12179
17534,29585
17534,21981
17534,17539
17534,13005
17535,25041
17536,16015
17536,11507
17536,14571
17536,3794
17537,14238
17538,13528
17539,13882
17539,5149
17539,11929
17540,29566
17541,17769
17541,2501
17541,16389
17541,22877
17541,8572
17542,5067
17542,2594
17542,25134
17542,26720
17543,2317
17544,26131
17544,17896
17544,29730
17544,26954
17544,10085
17545,7631
17545,24926
17545,23497
17545,24135
17546,29332
17546,11638
17546,4734
17547,21868
17547,2241
17547,4894
17548,16678
17548,22884
17548,18917
17549,23292
17549,4065
17549,6455
17549,5359
17550,12665
17550,16538
17550,29596
17550,16019
17551,16631
17551,24440
17551,11877
17552,19670
17552,6236
17552,28393
17552,19603
17552,15717
17553,4432
17554,4146
17554,12136
17555,10830
17555,4778
17556,20200
17556,9911
17556,4152
17557,12614
17557,10190
17557,7291
17557,22535
17557,10445
17558,27067
17558,24815
17558,21451
17559,7421
17559,9535
17560,13558
17560,4516
17560,4374
17561,18419
17561,20199
17561,4157
17561,6764
17561,28376
17562,16564
17562,13507
17562,12908
17562,1458
17562,10697
17563,20796
17563,10543
17564,23198
17564,21437
17564,13776
17564,15629
17565,8578
17566,26594
17566,13291
17566,7741
17566,23328
17567,15915
17567,26107
17567,5347
17568,24040
17568,1445
17569,22260
17569,9944
17569,7668
17570,27416
17570,19531
17570,10778
17571,20883
17571,7578
17571,19771
17572,17531
17572,21244
17573,15582
17573,11297
17573,28722
17573,9931
17573,13270
17574,195
17574,3272
17575,18213
17576,25748
17576,11531
17576,13064
17577,29257
17578,18454
17578,27451
17579,16188
17579,15249
17579,13701
17579,8260
17579,26272
17580,8002
17580,19763
17580,22783
17580,4885
17580,26289
17581,13141
17581,15873
17582,472
17582,13086
17582,23070
17582,20441
17583,14749
17583,18368
17584,2928
17584,10299
17584,28223
17584,9442
17585,8414
17585,948
17585,12965
17586,13537
17587,27954
17587,3373
17587,29830
17588,13863
17588,2728
17588,29027
17589,889
17589,9839
17589,19672
17589,28550
17589,15274
17590,28370
17590,21745
17590,16801
17591,20898
17592,18120
17592,29343
17593,22895
17593,1042
17593,22319
17593,27854
17594,11096
17595,5938
17595,25333
17595,8930
17595,25770
17596,8587
17597,29453
17597,25178
17597,3236
17597,15069
17597,373
17598,4464
17598,676
17599,12831
17599,1562
17599,5910
17599,21225
17599,27707
17600,16882
17600,1494
17601,6823
17601,8619
17601,6697
17602,13002
17602,18948
17602,14033
17602,18132
17603,27773
17604,1681
17604,28906
17605,9610
17605,6018
17605,26150
17606,4156
17606,3282
17606,28820
17606,16155
17606,27260
17607,14813
17607,27418
17607,1088
17608,18996
17609,22494
17609,12348
17609,21067
17609,22471
17610,10279
17610,28670
17611,11025
17611,19974
17611,7085
17612,3477
17613,22021
17613,23979
17613,19500
